Shape,R101,R101N,R102,R102N,R103,R103N,R104,R104N,R601AK2,R601AK3,R601AK4,R601AK5,R601AK6,R601AK7,R601AK8,R601BK7,R601BK8,R601BK2,R601BK3,R601BK4,R601BK5,R601BK6,R601CK2,R601CK3,R601CK4,R601CK5,R601CK6,R601CK7,R601CK8,R601DK2,R601DK3,R601DK4,R601DK5,R601DK6,R601DK7,R601DK8,R601EK2,R601EK3,R601EK4,R601EK5,R601EK6,R601EK7,R601EK8,R601FK2,R601FK3,R601FK4,R601FK5,R601FK6,R601FK7,R601FK8,R601GK2,R601GK3,R601GK4,R601GK5,R601GK6,R601GK7,R601GK8,R601HK2,R601HK3,R601HK4,R601HK5,R601HK6,R601HK7,R601HK8,R601IK2,R601IK3,R601IK4,R601IK5,R601IK6,R601IK7,R601IK8,R601JK2,R601JK3,R601JK4,R601JK5,R601JK6,R601JK7,R601JK8,R602A,R602B,R602C,R602D,R602E,R701AK2,R701AK3,R701AK4,R701AK5,R701BK2,R701BK3,R701BK4,R701BK5,R701CK2,R701CK3,R701CK4,R701CK5,R701DK2,R701DK3,R701DK4,R701DK5,R701EK2,R701EK3,R701EK4,R701EK5,R701FK2,R701FK3,R701FK4,R701FK5,R701GK2,R701GK3,R701GK4,R701GK5,R701HK2,R701HK3,R701IK2,R701IK3,R701JK2,R701JK3,R701KK3,R701LK3,R701MK3,R702A,R702B,R702C,R702D,R702E,R702F,R703AK2,R703AK3,R703BK2,R703BK3,R703CK2,R703CK3,R703DK2,R703DK3,R703EK2,R703EK3,R703FK2,R703FK3,R703GK2,R703GK3,R704AK2,R704AK3,R704AK4,R704BK2,R704BK3,R704BK4,R704CK2,R704CK3,R704CK4,R704DK2,R704DK3,R704DK4,R704EK2,R704EK3,R704EK4,R704FK2,R704FK3,R704FK4,R704GK2,R704GK3,R704GK4,R704HK2,R704HK3,R704HK4,R704IK2,R704IK3,R704IK4,R704JK2,R704JK3,R704JK4,R704KK2,R704KK3,R704KK4,R704LK2,R704LK3,R704LK4,R704MK2,R704MK3,R704MK4,R705A,R705B,R705C,R706A1,R706A2,R706B,R706C,R706D,R707,R708,R709AK2,R709AK3,R709AK4,R709BK2,R709BK3,R709BK4,R709CK2,R709CK3,R709CK4,R709DK2,R709DK3,R709DK4,R709EK2,R709EK3,R709EK4,R709FK2,R709FK3,R709FK4,R709GK2,R709GK3,R709GK4,R709HK2,R709HK3,R709HK4,R710,R711A,R711B
62220,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,080,KOTABANGUN,012,LOLENG,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,2,,,0,2,,,3,0,,,1,0,,,0,1,,,0,0,16.00,2,0,0,68.0000,2,0,0,0,0,0,0,0,0,0,2,4,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.00,2,0,99.90,2,0,19.00,2,0,20.00,2,1,,,0,21.00,2,0,19.00,2,0,99.90,2,0,19.00,2,0,99.90,2,1,,,0,19.00,2,0,19.00,2,3,0,0,0,0,0,1,1,1,3,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,890,38
62221,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,080,KOTABANGUN,013,LIANG ILIR,2,,,,,,,1,0,1,1,0,1,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,2,,,0,3,,,2,0,,,0,0,8.00,2,0,0,8.80,2,0,0,9.80,2,0,0,87.0000,2,0,0,0,0,0,0,1,0,0,2,4,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,98.00,2,0,6.80,2,0,6.80,2,0,6.80,2,0,5.70,2,1,,,0,7.50,2,0,7.50,2,0,7.50,2,1,,,0,7.50,2,0,98.00,2,3,3,1,0,0,0,1,1,1,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,378,90
62222,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,080,KOTABANGUN,014,KOTA BANGUN ILIR,2,,,,,,,1,0,1,1,0,0,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,1,,,0,1,,,2,0,,,0,0,3.00,2,0,0,3.50,2,0,0,3.50,2,0,0,85.5000,2,0,0,0,0,0,0,0,0,0,1,4,5,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.00,2,0,99.90,3,0,2.50,2,0,18.00,2,0,3.00,2,0,2.00,2,1,,,0,99.90,3,0,2.20,2,0,99.90,3,1,,,0,2.00,2,0,1.00,2,3,0,0,1,0,0,2,4,1,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,999,116
62223,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,080,KOTABANGUN,015,PELA,2,,,,,,,1,0,1,1,0,1,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,1,,,0,1,,,1,0,,,0,0,2.50,2,0,0,10.50,2,0,0,12.50,2,0,0,91.5000,2,0,0,0,0,0,0,0,0,0,2,4,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.50,2,0,98.50,2,0,8.50,2,0,8.50,2,0,0.50,2,0,7.50,2,0,7.50,2,0,7.50,2,0,7.50,2,0,99.90,2,1,,,0,7.50,2,0,98.50,2,1,0,1,0,0,0,1,0,1,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,166,21
62224,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,080,KOTABANGUN,016,MUHURAN,2,,,,,,,1,0,1,1,0,1,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,1,,,0,0,12.00,2,1,0,,,0,0,15.00,2,0,0,19.00,2,0,0,20.00,2,0,0,82.0000,2,0,0,0,0,0,0,0,0,0,2,4,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.00,2,0,98.00,3,0,19.00,2,0,99.90,3,1,,,0,15.00,2,0,15.00,2,0,15.00,2,0,15.00,2,0,99.90,3,0,99.90,3,0,99.90,3,0,99.90,3,1,0,1,0,0,0,1,0,1,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,232,22
62225,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,080,KOTABANGUN,017,KOTA BANGUN SEBERANG,2,,,,,,,1,0,1,1,0,1,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,1,1,0,1,0,1,0,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,1,,,0,2,,,2,0,,,1,0,,,0,0,3.00,2,0,0,3.00,2,0,0,85.0000,2,0,0,0,0,0,0,0,0,0,2,4,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.00,2,0,99.90,3,0,2.00,2,0,25.00,2,1,,,0,7.00,2,0,3.00,2,0,99.90,3,0,3.00,2,0,99.00,3,0,3.00,2,0,3.00,2,0,2.00,2,3,0,1,0,0,0,1,0,1,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,299,127
62226,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,080,KOTABANGUN,018,KEDANG MURUNG,2,,,,,,,1,0,1,1,0,1,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,1,0,0,1,0,0,0,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,0,2.00,2,0,2,,,2,0,,,0,0,2.10,2,0,0,2.20,2,0,0,2.00,2,0,0,88.0000,2,0,0,0,0,0,0,0,0,0,2,3,5,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.50,2,0,98.00,3,0,4.00,2,0,4.00,2,1,,,0,5.00,2,0,5.00,2,0,5.00,2,0,5.00,2,0,99.90,3,0,99.90,3,0,5.00,2,0,3.00,2,3,0,1,0,0,0,1,1,1,4,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,1027,40
62227,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,080,KOTABANGUN,019,LIANG ULU,2,,,,,,,1,0,1,1,0,0,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,1,,,0,2,,,3,0,,,1,0,,,0,0,5.50,2,0,0,5.50,2,0,0,88.0000,2,0,0,0,0,0,0,0,0,0,2,4,6,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.00,2,0,99.90,3,0,5.00,2,0,30.00,2,1,,,0,5.00,2,0,5.00,2,0,99.90,3,1,,,0,99.90,3,0,1.00,2,0,5.00,2,0,5.00,2,3,0,1,0,0,0,1,0,1,0,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,751,100
62228,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,080,KOTABANGUN,020,SEBELIMBINGAN,2,,,,,,,1,0,1,1,0,1,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,1,,,0,0,17.00,2,1,0,,,1,0,,,0,0,24.00,2,0,0,25.00,2,0,0,82.0000,2,0,0,0,0,0,0,0,0,0,2,4,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.00,2,0,98.00,2,0,13.00,2,0,45.00,2,1,,,0,10.00,2,0,10.00,2,0,10.00,2,0,10.00,2,0,99.00,2,1,,,0,25.00,2,0,98.00,2,1,1,1,0,0,0,1,0,1,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,177,34
62229,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,080,KOTABANGUN,021,SANGKULIMAN,2,,,,,,,1,0,1,1,0,1,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,1,,,0,1,,,1,0,,,0,0,2.00,2,0,0,10.00,2,0,0,12.00,2,0,0,91.0000,2,0,0,0,0,0,0,0,0,0,2,4,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.00,2,0,98.00,2,0,8.00,2,0,8.00,2,1,,,0,7.00,2,0,7.00,2,0,7.00,2,0,7.00,2,0,99.90,2,0,0.50,2,0,7.00,2,0,98.00,2,1,0,1,0,0,0,1,1,1,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,162,15
62230,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,090,TENGGARONG,001,JAHAB,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,1,0,6,8,1,0,2,,,0,2,,,2,0,,,1,0,,,0,0,10.00,2,0,0,12.00,2,0,0,8.0000,2,0,0,0,0,0,0,0,0,0,2,4,6,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.00,2,0,40.00,2,0,40.00,2,0,8.00,2,1,,,0,10.00,2,0,9.00,2,0,10.00,2,1,,,0,30.00,2,0,10.00,2,1,,,1,,,5,0,2,0,0,0,2,5,1,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,650,154
62231,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,090,TENGGARONG,002,BUKIT BIRU,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,1,0,0,5.00,2,0,3,,,2,2,,,0,2,,,0,1,,,0,0,7.00,2,0,0,6.0000,2,0,0,0,0,0,0,1,1,0,1,3,6,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.00,2,0,40.00,2,0,40.00,2,0,8.00,2,1,,,0,6.00,2,0,5.00,2,0,7.00,2,1,,,0,25.00,2,0,14.00,2,0,3.00,2,0,3.00,2,7,0,3,1,0,0,2,1,1,3,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,31,50
62232,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,090,TENGGARONG,003,TIMBAU,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,1,0,2,,,1,3,,,4,1,,,0,2,,,2,3,,,0,1,,,0,1,,,0,0,0,0,0,0,1,0,0,2,4,5,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00,1,0,35.00,1,0,30.00,2,1,,,0,5.00,2,1,,,2,,,0,6.00,1,5,,,0,30.00,2,0,19.00,2,3,,,3,,,1,0,2,4,2,0,12,15,1,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,18725,478
62233,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,090,TENGGARONG,004,MELAYU,2,,,,,,,1,0,1,1,0,0,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,5,8,2,0,3,,,2,5,,,4,3,,,2,2,,,0,1,,,0,1,,,0,1,,,0,1,0,1,0,1,1,0,1,2,3,5,7,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5.00,2,0,30.00,2,0,30.00,2,0,3.00,2,0,2.00,1,1,,,9,,,0,3.00,2,5,,,0,12.00,2,0,19.00,2,9,,,5,,,12,0,3,5,3,2,20,50,2,2,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,260,504
62234,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,090,TENGGARONG,005,LOA IPUH,2,,,,,,,1,0,1,1,0,0,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,5,8,1,0,3,,,0,7,,,4,1,,,0,1,,,0,0,3.00,1,0,0,3.00,1,0,1,,,0,0,0,0,0,0,1,0,1,2,4,5,8,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,5.00,2,0,30.00,1,0,28.00,2,1,,,1,,,1,,,3,,,0,3.00,1,6,,,0,28.00,2,0,10.00,2,1,,,1,,,7,0,2,2,1,1,20,50,1,10,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,1200,715
62235,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,090,TENGGARONG,006,MALUHU,2,,,,,,,1,0,1,0,0,0,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,1,0,2,,,0,3,,,3,1,,,1,1,,,0,1,,,0,0,5.00,2,0,0,5.0000,2,0,0,0,0,0,0,1,1,0,2,4,5,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.00,2,0,40.00,2,0,40.00,2,0,3.00,2,2,,,0,2.00,2,0,1.00,2,0,4.00,2,1,,,0,40.00,2,0,20.00,2,0,2.00,2,0,2.00,2,5,0,1,0,1,0,2,4,1,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,900,163
62236,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,090,TENGGARONG,007,PANJI,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,1,,,0,1,,,2,0,,,1,1,,,0,1,,,0,1,,,0,0,7.0000,2,0,0,0,0,0,0,0,0,0,2,4,6,8,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,10.00,2,0,38.00,2,0,20.00,2,0,3.00,2,1,,,0,2.00,2,1,,,1,,,2,,,0,18.00,2,0,12.00,2,1,,,0,1.00,2,8,0,1,2,2,2,2,5,1,0,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,43,67
62237,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,090,TENGGARONG,008,SUKARAME,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,9,,,1,4,,,4,0,,,0,0,1.00,1,1,0,,,0,1,,,0,0,6.0000,1,1,0,1,0,1,0,0,0,0,2,4,5,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.00,1,0,35.00,1,0,20.00,1,0,4.00,1,0,2.00,1,1,,,1,,,0,1.00,1,0,1.00,1,0,18.00,1,0,15.00,1,2,,,0,1.00,1,6,0,1,1,1,0,1,2,2,0,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,20,50
62238,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,090,TENGGARONG,009,BARU,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,1,,,1,1,,,1,1,,,0,1,,,0,1,,,2,0,,,0,0,7.0000,1,0,0,0,0,0,0,1,0,0,2,4,6,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.00,1,0,32.00,2,0,33.00,2,0,2.00,1,0,2.00,1,0,3.00,1,3,,,0,3.00,1,1,,,0,20.00,2,0,16.00,2,1,,,2,,,8,0,0,1,1,1,4,1,2,0,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,40,30
62239,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,090,TENGGARONG,010,MANGKURAWANG,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,1,,,0,3,,,3,1,,,1,0,,,0,0,4.00,1,0,0,2.00,1,0,0,6.0000,1,0,0,0,0,0,0,0,0,0,2,4,5,7,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12.00,1,0,40.00,2,0,25.00,2,1,,,1,,,0,5.00,2,1,,,1,,,2,,,0,19.00,1,0,16.00,1,3,,,1,,,10,0,0,3,3,2,6,10,1,2,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,70,337
62240,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,090,TENGGARONG,011,LOA TEBU,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,0,9.00,2,1,1,,,4,0,,,1,0,,,0,0,9.00,2,0,0,9.00,2,0,0,12.0000,2,0,0,0,0,0,0,0,0,0,2,4,6,7,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,18.00,2,0,40.00,2,0,25.00,2,0,5.00,2,1,,,0,7.00,2,0,6.00,2,0,6.00,2,1,,,0,20.00,2,0,18.00,2,0,5.00,2,1,,,8,0,0,0,0,0,1,3,1,2,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,150,80
62241,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,090,TENGGARONG,012,RAPAK LAMBUR,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,1,,,0,1,,,2,0,,,1,0,,,0,0,10.00,2,0,0,8.00,2,0,0,17.0000,2,0,0,0,0,0,0,0,0,0,2,4,5,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.00,2,0,40.00,2,0,35.00,2,0,6.00,2,2,,,0,12.00,2,0,7.00,2,0,6.00,2,1,,,0,40.00,2,0,22.00,2,0,6.00,2,0,6.00,2,4,0,1,0,0,0,3,1,1,3,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,300,100
62242,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,090,TENGGARONG,013,LOA IPUH DARAT,1,0,0,0,0,1,0,1,0,1,1,0,1,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,1,1,0,0,0,0,0,2,0,6,8,1,0,0,8.00,2,0,4,,,5,0,,,1,0,,,0,0,18.00,2,0,0,20.00,2,0,0,18.0000,2,0,0,0,0,0,0,0,0,0,2,3,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.00,2,0,50.00,2,0,50.00,2,0,19.00,2,1,,,0,18.00,2,0,18.00,2,0,19.00,2,1,,,0,20.00,2,2,,,0,18.00,2,0,18.00,2,5,0,3,0,0,0,3,2,1,4,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,1600,207
62243,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,090,TENGGARONG,014,BENDANG RAYA,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,1,,,0,0,3.00,2,1,0,,,0,0,5.00,2,0,0,11.00,2,0,0,7.00,2,0,0,14.0000,2,0,0,0,0,0,0,0,0,0,2,4,6,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.00,2,0,36.00,2,0,34.00,2,0,7.00,2,1,,,0,8.00,2,0,7.00,1,0,7.00,1,0,7.00,1,0,28.00,2,0,17.00,2,0,8.00,1,0,8.00,1,2,0,0,0,0,0,1,0,2,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,70,30
62244,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,100,SEBULU,001,SELERONG,2,,,,,,,2,0,1,3,0,2,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,1,2,0,1,0,1,0,1,2,0,1,0,1,0,2,0,6,8,2,0,0,40.00,2,0,1,,,2,0,,,1,0,,,0,0,40.00,1,0,0,99.00,3,0,0,50.0000,3,0,0,0,0,0,0,0,0,0,2,4,6,7,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50.00,3,0,50.00,3,0,40.00,3,0,40.00,3,1,,,0,40.00,3,0,40.00,3,0,50.00,3,0,4.00,1,0,10.00,1,0,10.00,1,0,50.00,3,0,50.00,3,2,2,0,0,0,0,1,0,1,2,1,10,0,1,1,0,2,,,2,,,2,,,2,,,2,,,2,,,0,270,44
62245,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,100,SEBULU,002,TANJUNG HARAPAN,1,0,0,0,0,1,0,1,0,1,1,0,1,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,1,0,0,7.00,2,0,2,,,2,0,,,0,1,,,0,0,7.00,2,0,0,7.00,2,0,0,28.0000,3,0,0,0,0,0,0,0,0,0,2,4,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.00,3,0,28.00,3,0,18.00,2,0,20.00,3,1,,,0,12.00,2,0,18.00,2,0,28.00,3,0,18.00,2,0,28.00,3,0,28.00,3,0,28.00,3,0,20.00,3,2,0,0,0,0,0,2,0,1,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,751,9
62246,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,100,SEBULU,003,BELORO,2,,,,,,,0,0,1,1,0,0,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,1,0,0,13.00,2,0,0,10.00,2,2,0,,,1,0,,,0,0,13.00,2,0,0,13.00,2,0,0,30.0000,2,0,0,0,0,0,0,0,0,0,2,4,6,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.00,2,0,30.00,2,0,13.00,2,0,13.00,2,1,,,0,30.00,2,0,13.00,2,0,30.00,2,0,13.00,2,3,,,0,30.00,2,0,30.00,2,0,30.00,2,1,2,0,0,0,0,1,0,2,0,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,1567,215
62247,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,100,SEBULU,004,SEBULU ULU,2,,,,,,,1,0,1,0,0,0,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,1,0,0,1,0,0,0,2,,,,,,,2,0,6,8,2,0,1,,,0,2,,,2,0,,,0,1,,,1,0,,,0,0,25.50,2,0,0,25.8000,2,0,0,0,0,0,0,0,0,0,2,3,5,8,1,3,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,30.00,1,0,30.00,1,0,2.00,1,0,30.00,2,1,,,1,,,1,,,0,30.00,2,1,,,1,,,1,,,0,15.00,1,1,,,6,0,0,0,0,0,8,5,2,3,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,698,72
62248,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,100,SEBULU,005,MANUNGGAL DAYA,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,1,0,3,,,0,3,,,1,0,,,1,0,,,0,0,3.00,2,1,0,,,0,0,40.0000,2,0,0,0,0,0,0,0,0,0,2,4,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.00,2,0,40.00,2,0,4.00,2,0,25.00,2,0,2.00,2,1,,,0,4.00,2,0,40.00,2,0,40.00,2,0,4.00,2,1,,,0,4.00,2,2,,,8,0,1,0,0,0,2,0,1,3,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,3,3142,83
62249,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,100,SEBULU,006,SUMBER SARI,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,1,1,0,0,0,0,0,2,0,6,8,2,0,1,,,0,3,,,3,0,,,0,1,,,1,0,,,0,0,3.00,1,0,0,60.0000,1,0,0,0,0,0,0,1,0,0,2,4,6,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.00,3,0,70.00,3,1,,,0,20.00,2,0,4.00,1,0,65.00,3,1,,,0,5.00,1,2,,,1,,,0,70.00,3,1,,,0,1.00,1,7,7,0,1,0,2,5,5,1,2,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,1779,35
