Shape,R101,R101N,R102,R102N,R103,R103N,R104,R104N,R601AK2,R601AK3,R601AK4,R601AK5,R601AK6,R601AK7,R601AK8,R601BK7,R601BK8,R601BK2,R601BK3,R601BK4,R601BK5,R601BK6,R601CK2,R601CK3,R601CK4,R601CK5,R601CK6,R601CK7,R601CK8,R601DK2,R601DK3,R601DK4,R601DK5,R601DK6,R601DK7,R601DK8,R601EK2,R601EK3,R601EK4,R601EK5,R601EK6,R601EK7,R601EK8,R601FK2,R601FK3,R601FK4,R601FK5,R601FK6,R601FK7,R601FK8,R601GK2,R601GK3,R601GK4,R601GK5,R601GK6,R601GK7,R601GK8,R601HK2,R601HK3,R601HK4,R601HK5,R601HK6,R601HK7,R601HK8,R601IK2,R601IK3,R601IK4,R601IK5,R601IK6,R601IK7,R601IK8,R601JK2,R601JK3,R601JK4,R601JK5,R601JK6,R601JK7,R601JK8,R602A,R602B,R602C,R602D,R602E,R701AK2,R701AK3,R701AK4,R701AK5,R701BK2,R701BK3,R701BK4,R701BK5,R701CK2,R701CK3,R701CK4,R701CK5,R701DK2,R701DK3,R701DK4,R701DK5,R701EK2,R701EK3,R701EK4,R701EK5,R701FK2,R701FK3,R701FK4,R701FK5,R701GK2,R701GK3,R701GK4,R701GK5,R701HK2,R701HK3,R701IK2,R701IK3,R701JK2,R701JK3,R701KK3,R701LK3,R701MK3,R702A,R702B,R702C,R702D,R702E,R702F,R703AK2,R703AK3,R703BK2,R703BK3,R703CK2,R703CK3,R703DK2,R703DK3,R703EK2,R703EK3,R703FK2,R703FK3,R703GK2,R703GK3,R704AK2,R704AK3,R704AK4,R704BK2,R704BK3,R704BK4,R704CK2,R704CK3,R704CK4,R704DK2,R704DK3,R704DK4,R704EK2,R704EK3,R704EK4,R704FK2,R704FK3,R704FK4,R704GK2,R704GK3,R704GK4,R704HK2,R704HK3,R704HK4,R704IK2,R704IK3,R704IK4,R704JK2,R704JK3,R704JK4,R704KK2,R704KK3,R704KK4,R704LK2,R704LK3,R704LK4,R704MK2,R704MK3,R704MK4,R705A,R705B,R705C,R706A1,R706A2,R706B,R706C,R706D,R707,R708,R709AK2,R709AK3,R709AK4,R709BK2,R709BK3,R709BK4,R709CK2,R709CK3,R709CK4,R709DK2,R709DK3,R709DK4,R709EK2,R709EK3,R709EK4,R709FK2,R709FK3,R709FK4,R709GK2,R709GK3,R709GK4,R709HK2,R709HK3,R709HK4,R710,R711A,R711B
62190,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,060,MUARA MUNTAI,002,MUARA LEKA,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,0,25.00,1,0,2,,,3,0,,,1,0,,,1,0,,,0,0,27.00,1,0,0,37.0000,2,0,0,0,0,0,0,0,0,0,2,4,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.00,3,0,99.90,3,0,30.00,3,0,99.90,3,1,,,0,99.90,3,0,30.00,1,0,33.00,2,0,3.00,1,0,20.00,2,0,44.00,2,0,99.90,3,0,30.00,1,1,0,0,0,0,0,0,0,1,3,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,10,15
62191,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,060,MUARA MUNTAI,003,MUARA ALOH,2,,,,,,,1,0,1,1,0,1,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,1,0,1,,,0,1,,,1,0,,,1,0,,,0,0,7.00,2,0,0,7.00,2,0,0,7.0000,2,0,0,0,0,0,0,0,0,0,2,4,6,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.00,3,0,99.90,3,0,7.00,2,0,99.90,3,1,,,0,99.00,3,0,7.00,2,0,99.90,3,0,7.00,2,0,5.00,2,0,7.00,2,0,99.90,3,0,7.00,2,1,0,0,0,1,0,0,0,2,1,2,,,2,,,2,,,1,30,0,2,,,2,,,2,,,2,,,0,20,30
62192,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,060,MUARA MUNTAI,004,JANTUR,2,,,,,,,1,0,1,1,0,2,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,0,12.00,2,0,1,,,1,0,,,1,1,,,0,0,0.50,1,0,0,12.00,2,0,0,99.9000,3,0,0,0,0,0,0,0,0,0,2,4,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.00,3,0,99.00,3,0,12.00,2,0,99.00,3,0,5.00,3,0,99.00,3,0,12.00,2,0,99.00,3,1,,,1,,,0,12.00,2,0,99.00,3,0,12.00,2,2,0,0,0,0,0,2,0,1,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,900,30
62193,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,060,MUARA MUNTAI,005,BATUQ,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,0,4.00,2,0,1,,,1,0,,,1,0,,,0,0,4.00,2,0,0,4.00,2,0,0,99.9000,3,0,0,0,0,0,0,0,0,0,2,4,5,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.00,2,0,50.00,2,0,4.00,2,0,4.00,2,1,,,0,50.00,2,0,50.00,2,0,50.00,2,1,,,0,4.00,2,0,4.00,2,0,50.00,2,0,50.00,2,3,0,0,0,0,0,1,0,1,2,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,10,20
62194,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,060,MUARA MUNTAI,006,REBAQ RINDING,2,,,,,,,1,0,1,0,0,0,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,1,0,0,7.00,2,0,1,,,1,0,,,0,0,1.50,1,0,0,2.00,1,0,0,2.00,1,0,0,1.5000,1,0,0,0,0,0,0,0,0,0,2,4,6,8,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,41.00,2,0,99.00,3,0,2.00,1,0,99.00,3,0,99.00,3,0,99.00,3,0,1.00,1,0,99.00,3,0,1.00,1,0,12.00,2,1,,,0,99.00,3,0,1.00,2,2,0,0,0,0,0,0,1,1,0,2,,,2,,,1,1,0,2,,,2,,,2,,,2,,,2,,,0,6,7
62195,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,060,MUARA MUNTAI,007,MUARA MUNTAI ULU,2,,,,,,,1,0,1,0,0,0,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,0,7.00,2,1,2,,,2,1,,,0,1,,,0,1,,,0,0,1.50,1,0,0,1.0000,1,0,0,0,0,0,0,0,0,0,2,4,6,8,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40.00,2,0,99.90,3,0,1.00,1,0,99.90,3,0,1.00,1,0,99.90,3,1,,,0,99.00,3,1,,,0,12.00,2,0,1.00,1,0,99.90,3,1,,,4,0,0,0,1,0,1,3,1,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,34,0
62196,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,060,MUARA MUNTAI,008,MUARA MUNTAI ILIR,2,,,,,,,1,0,1,1,0,1,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,0,40.00,2,0,1,,,1,0,,,1,0,,,1,0,,,0,0,4.00,1,0,0,99.9000,3,0,0,0,0,0,0,0,0,0,2,4,6,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.00,2,0,40.00,2,1,,,0,99.80,3,0,13.00,2,0,40.00,2,1,,,0,40.00,2,1,,,0,99.00,3,1,,,0,40.00,2,0,40.00,2,3,0,0,0,1,0,1,0,1,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,77,22
62197,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,060,MUARA MUNTAI,009,KAYU BATU,2,,,,,,,1,0,1,0,0,0,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,1,1,0,0,0,0,0,2,,,,,,,2,0,6,8,2,0,0,1.00,2,0,2,,,2,0,,,0,1,,,0,0,0.50,1,1,0,,,0,0,1.0000,1,0,0,0,0,0,0,0,0,0,2,4,6,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.00,2,0,99.90,3,0,1.00,1,0,99.90,3,2,,,0,99.90,3,0,1.00,2,0,99.90,3,1,,,0,13.00,2,0,2.00,1,0,99.90,3,0,1.00,2,3,0,0,0,0,0,4,1,1,1,2,,,1,3,0,2,,,2,,,2,,,2,,,2,,,2,,,0,109,30
62198,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,060,MUARA MUNTAI,010,JANTUR SELATAN,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,0,10.00,2,0,1,,,1,0,,,0,0,2.00,2,0,0,10.00,2,0,0,10.00,2,0,0,99.9000,3,0,0,0,0,0,0,0,0,0,2,4,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.00,3,0,60.00,3,0,10.00,2,0,10.00,2,1,,,0,60.00,3,0,10.00,2,0,60.00,3,1,,,0,60.00,3,0,10.00,2,0,60.00,3,0,60.00,3,3,0,0,0,0,0,1,1,1,5,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,228,17
62199,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,060,MUARA MUNTAI,011,TANJUNG BATUQ HARAPAN,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,0,8.00,2,0,0,8.00,2,1,0,,,0,0,8.00,2,0,0,8.00,2,0,0,8.00,2,0,0,99.9000,2,0,0,0,0,0,0,0,0,0,2,4,6,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.00,3,0,60.00,3,0,8.00,2,0,8.00,2,1,,,0,60.00,3,0,8.00,2,0,60.00,3,1,,,0,8.00,2,0,8.00,2,0,60.00,3,0,99.90,3,1,0,0,0,0,0,1,0,1,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,37,7
62200,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,060,MUARA MUNTAI,012,PULAU HARAPAN,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,0,0.50,1,0,1,,,1,0,,,0,0,2.00,2,0,0,2.00,2,0,0,2.00,2,0,0,99.9000,3,0,0,0,0,0,0,0,0,0,2,4,5,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.00,3,0,55.00,3,0,2.00,2,0,2.00,2,0,2.00,2,0,55.00,3,0,2.00,2,0,2.00,2,0,2.00,2,0,55.00,3,1,,,0,55.00,3,0,55.00,3,2,0,0,0,0,0,1,0,1,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,163,10
62201,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,060,MUARA MUNTAI,013,JANTUR BARU,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,0,1.00,2,0,1,,,1,0,,,0,0,1.00,1,0,0,12.00,2,0,0,12.00,2,0,0,79.0000,3,0,0,0,0,0,0,0,0,0,2,4,6,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.00,3,0,60.00,3,0,12.00,2,0,12.00,2,1,,,0,60.00,3,0,12.00,2,0,60.00,3,1,,,0,60.00,3,1,,,0,60.00,3,0,99.90,3,3,0,0,0,0,0,1,0,1,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,600,0
62202,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,070,MUARA WIS,001,LEBAK CILONG,2,,,,,,,2,0,1,2,0,2,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,1,,,0,1,,,1,0,,,1,0,,,0,0,8.00,2,0,0,20.00,2,0,0,99.0000,3,0,0,0,0,0,0,0,0,0,2,4,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.00,3,0,45.00,3,0,45.00,3,0,22.00,2,1,,,0,40.00,2,0,40.00,3,0,42.00,3,1,,,0,40.00,3,1,,,0,22.00,2,0,22.00,2,2,0,0,0,0,0,1,1,1,5,1,1,0,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,1448,80
62203,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,070,MUARA WIS,002,LEBAK MANTAN,2,,,,,,,2,0,1,2,0,2,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,7,2,0,1,,,0,1,,,1,0,,,1,0,,,0,0,6.00,2,0,0,20.00,2,0,0,99.0000,2,0,0,0,0,0,0,0,0,0,2,4,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.00,2,0,40.00,2,0,40.00,2,0,20.00,2,1,,,0,40.00,2,0,40.00,2,0,40.00,2,1,,,0,40.00,2,1,,,0,20.00,2,0,20.00,2,3,0,0,0,0,0,1,1,1,4,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,476,90
62204,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,070,MUARA WIS,003,MUARA WIS,2,,,,,,,1,0,1,1,0,1,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,1,,,1,0,,,3,0,,,1,0,,,1,0,,,0,0,20.00,2,0,0,99.0000,3,0,0,0,0,0,0,0,0,0,2,3,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.00,2,0,90.00,3,1,,,0,20.00,2,0,20.00,2,0,20.00,2,0,20.00,2,0,20.00,2,0,20.00,2,0,20.00,2,0,7.00,2,0,20.00,2,0,20.00,2,3,0,0,1,0,0,3,5,1,3,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,1100,150
62205,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,070,MUARA WIS,004,SEBEMBAN,2,,,,,,,1,0,1,1,0,1,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,2,0,,,0,0,7.00,2,2,0,,,0,0,8.00,2,0,0,6.00,2,0,0,20.00,2,0,0,99.0000,3,0,0,0,0,0,0,0,0,0,2,4,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.00,2,0,30.00,2,0,20.00,2,0,5.00,2,0,20.00,2,0,20.00,2,0,20.00,2,0,20.00,2,0,20.00,2,0,20.00,2,1,,,0,20.00,2,0,20.00,2,2,0,0,0,0,0,3,0,1,3,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,799,60
62206,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,070,MUARA WIS,005,MELINTANG,2,,,,,,,1,0,1,1,0,2,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,1,1,0,0,0,1,0,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,2,,,0,2,,,2,0,,,0,1,,,0,0,10.00,3,0,0,10.00,3,0,0,99.0000,3,0,0,0,0,0,0,0,0,0,2,4,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.00,3,0,38.00,3,0,28.00,3,0,13.00,3,1,,,0,28.00,3,0,28.00,3,0,28.00,3,0,28.00,3,0,28.00,3,1,,,0,28.00,3,0,28.00,3,6,0,0,0,0,0,1,1,1,2,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,534,100
62207,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,070,MUARA WIS,006,ENGGELAM,2,,,,,,,2,0,1,2,0,2,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,0,60.00,4,0,1,,,1,0,,,0,0,60.00,4,0,0,60.00,4,0,0,60.00,4,0,0,99.0000,4,0,0,0,0,0,0,0,0,0,2,4,6,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.00,4,0,80.00,4,0,80.00,4,0,60.00,4,2,,,0,60.00,4,0,60.00,4,0,60.00,4,0,60.00,4,0,60.00,4,0,60.00,4,0,60.00,4,0,60.00,4,2,0,0,0,0,0,2,1,1,4,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,397,5
62208,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,070,MUARA WIS,007,MUARA ENGGELAM,2,,,,,,,2,0,1,2,0,2,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,1,0,6,8,2,0,0,46.00,3,1,0,,,1,0,,,1,0,,,0,0,46.00,3,0,0,46.00,3,0,0,99.0000,3,0,0,0,0,0,0,0,0,0,2,4,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.00,3,0,60.00,3,0,50.00,3,0,40.00,3,1,,,0,60.00,3,0,50.00,3,0,50.00,3,0,50.00,3,0,50.00,3,0,30.00,3,0,50.00,3,0,50.00,3,2,0,0,0,0,0,2,1,1,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,221,20
62209,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,080,KOTABANGUN,001,KOTA BANGUN III,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,1,,,0,4,,,3,0,,,1,0,,,1,0,,,0,0,5.00,2,0,0,90.0000,2,0,0,0,0,0,0,0,1,0,2,4,5,8,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.00,2,0,22.00,2,0,5.00,2,0,5.00,2,0,5.00,2,0,22.00,2,0,22.00,2,0,22.00,2,1,,,0,5.00,2,1,,,0,22.00,2,0,22.00,2,9,0,0,0,0,0,4,0,1,2,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,433,195
62210,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,080,KOTABANGUN,002,KOTA BANGUN II,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,0,5.00,2,0,2,,,2,0,,,1,0,,,0,0,4.00,2,0,0,2.50,2,0,0,99.9000,2,0,0,0,0,0,0,0,0,0,2,4,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.00,2,0,15.00,2,1,,,0,15.00,2,0,5.00,2,0,15.00,2,3,,,0,15.00,2,1,,,0,99.90,3,0,15.00,2,0,15.00,2,0,15.00,2,9,0,0,1,1,1,3,5,1,3,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,180,124
62211,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,080,KOTABANGUN,003,KOTA BANGUN I,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,0,7.00,2,0,1,,,2,0,,,0,0,3.00,2,0,0,7.00,2,1,0,,,0,0,99.9000,2,0,0,0,0,0,0,0,0,0,2,4,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.00,2,0,12.00,2,0,3.00,2,0,3.00,2,0,3.00,2,0,12.00,2,0,3.00,2,0,12.00,2,0,3.00,2,0,12.00,2,1,,,0,12.00,2,0,12.00,2,5,0,0,0,0,0,3,2,1,0,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,360,100
62212,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,080,KOTABANGUN,004,WONOSARI,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,0,9.00,2,0,1,,,1,0,,,0,0,4.00,2,0,0,9.00,2,0,0,8.00,2,0,0,80.0000,3,0,0,0,0,0,0,0,0,0,2,4,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.00,2,0,28.00,2,0,5.00,2,0,5.00,2,1,,,0,28.00,2,0,5.00,2,0,28.00,2,0,28.00,2,0,99.90,3,0,5.00,2,0,28.00,2,0,9.00,2,2,0,0,0,0,0,1,0,1,0,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,380,26
62213,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,080,KOTABANGUN,005,KEDANG IPIL,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,1,,,0,2,,,2,0,,,0,1,,,0,0,48.00,2,0,0,48.00,2,0,0,80.0000,2,0,0,0,0,0,0,0,0,0,2,4,6,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.00,2,0,99.90,3,0,48.00,2,0,36.00,2,1,,,0,48.00,2,0,48.00,2,0,99.90,3,0,48.00,2,0,99.90,3,1,,,0,48.00,2,0,48.00,2,1,0,0,0,0,0,2,0,1,2,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,61,25
62214,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,080,KOTABANGUN,006,BENUA BARU,2,,,,,,,1,0,1,0,0,0,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,1,,,0,1,,,1,0,,,0,0,11.00,2,0,0,51.00,3,0,0,51.00,3,0,0,70.0000,3,0,0,0,0,0,0,0,0,0,2,4,6,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.00,3,0,99.90,3,0,51.00,3,0,70.00,3,1,,,0,51.00,3,0,51.00,3,0,99.90,3,0,51.00,3,0,99.90,3,0,36.00,2,0,51.00,3,0,51.00,3,1,0,0,0,0,0,1,1,1,2,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,33,0
62215,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,080,KOTABANGUN,007,SEDULANG,2,,,,,,,1,0,1,0,0,0,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,1,,,0,0,4.00,2,1,0,,,0,0,5.00,2,0,0,40.00,2,0,0,45.00,2,0,0,75.0000,2,0,0,0,0,0,0,0,0,0,2,4,5,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.00,2,0,75.00,2,0,48.00,2,0,75.00,2,1,,,0,40.00,2,0,40.00,2,0,99.90,2,0,45.00,2,0,99.90,2,0,30.00,2,0,46.00,2,0,45.00,2,1,0,1,0,0,0,1,1,1,2,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,1,110,19
62216,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,080,KOTABANGUN,008,SUKABUMI,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,1,,,0,1,,,1,0,,,1,0,,,0,0,35.00,2,0,0,35.00,2,0,0,57.0000,2,0,0,0,0,0,0,0,0,0,2,4,5,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.00,2,0,35.00,2,0,35.00,2,0,35.00,2,1,,,0,57.00,3,0,35.00,2,0,35.00,2,0,35.00,2,0,99.90,3,0,35.00,2,0,35.00,2,0,80.00,3,4,0,0,0,0,0,1,1,1,2,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,912,0
62217,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,080,KOTABANGUN,009,SARINADI,2,,,,,,,1,0,1,1,0,1,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,0,40.00,2,0,2,,,2,0,,,1,0,,,0,0,40.00,2,0,0,40.00,2,0,0,55.0000,2,0,0,0,0,0,0,0,0,0,2,4,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.00,2,0,40.00,2,0,50.00,2,0,50.00,2,1,,,0,40.00,2,0,40.00,2,0,40.00,2,1,,,0,40.00,2,1,,,0,40.00,2,0,40.00,2,4,0,0,0,0,0,1,2,1,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,700,117
62218,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,080,KOTABANGUN,010,SUMBER SARI,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,0,40.00,2,0,2,,,2,0,,,0,0,10.00,2,0,0,15.00,2,0,0,10.00,2,0,0,99.9000,3,0,0,0,0,0,0,0,0,0,2,4,5,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.00,2,0,40.00,2,0,15.00,2,0,15.00,2,1,,,0,40.00,2,0,40.00,2,0,40.00,2,1,,,0,99.90,2,1,,,0,40.00,2,0,70.00,2,5,0,0,0,0,0,1,3,1,2,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,320,57
62219,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,080,KOTABANGUN,011,KOTA BANGUN ULU,2,,,,,,,1,0,1,1,0,0,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,1,,,0,3,,,3,0,,,2,0,,,2,0,,,0,1,,,0,0,85.0000,2,0,0,0,0,0,0,1,1,0,2,4,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.00,2,0,99.90,3,1,,,0,30.00,2,0,10.00,2,1,,,2,,,0,99.90,3,2,,,0,99.90,3,0,16.00,2,2,,,1,,,4,0,1,2,1,1,5,8,1,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,1,1608,170
