Shape,R101,R101N,R102,R102N,R103,R103N,R104,R104N,R80101,R80102,R80103,R80104,R80105,R80106,R80107,R802,R803A,R803B,R803C,R803D,R803E,R803F,R803G,R803H,R803I,R804A1,R804A2A,R804A2B,R804A2C,R804B1,R804B2,R805A,R805B,R805C,R805D,R805E,R805F,R805G,R805H,R805I,R806,R807,R808,R809A,R809B,R8101K2,R8102K2,R8103K2,R8104K2,R8105K2,R8106K2,R8107K2,R811A,R811B,R811C,R811D,R811E,R811F,R901AK2,R901AK3,R901BK2,R901BK3,R901CK2,R901CK3,R901DK2,R901DK3,R901EK2,R901EK3,R901FK2,R901FK3,R901GK2,R901GK3,R901HK2,R901HK3,R901IK2,R901IK3,R901JK2,R901JK3,R901KK2,R901KK3,R901LK2,R901LK3,R902A,R902B,R1001A,R1001B1,R1001B2,R1001C1,R1001C2,R1001C3,R1002AK2,R1002AK3,R1002AK4,R1002AK5,R1002AJM,R1002AME,R1002AK7,R1002BK2,R1002BK3,R1002BK4,R1002BK5,R1002BJM,R1002BME,R1002BK7,R1002CK2,R1002CK3,R1002CK4,R1002CK5,R1002CJM,R1002CME,R1002CK7,R1002DK2,R1002DK3,R1002DK4,R1002DK5,R1002DJM,R1002DME,R1002DK7,R1003A,R1003B,R1004,R1005A,R1005B,R1005C,R1005D,R1006A,R1006B,R1007A,R1007B,R1007C,R1008AK2,R1008AK3,R1008BK2,R1008BK3,R1008CK2,R1008CK3,R1008DK2,R1008DK3,R1008EK2,R1008FK2,R1008GK2,R1201A,R1201B,R1201C,R1201D,R1201E,R1201F,R1201G,R1201H,R1202A,R1202B,R1202C,R1203A,R1203B,R1204A,R1204B,R1204C,R1204D,R1205A1,R1205A2,R1205A3,R1205B1,R1205B2,R1205B3,R1206AK2,R1206AK3,R1206AK4,R1206BK2,R1206BK3,R1206BK4,R1206CK2,R1206CK3,R1206CK4,R1206DK2,R1206DK3,R1206DK4,R1206EK2,R1206EK3,R1206EK4,R1206F1K2,R1206F1K3,R1206F1K4,R1206F2K2,R1206F2K3,R1206F2K4,R1206GK2,R1206GK3,R1206GK4,R1206HK2,R1206HK3,R1206HK4,R1206IK2,R1206IK3,R1206IK4,R1206JK2,R1206JK3,R1206JK4,R1207A,R1207B,R1207C,R1207D,R1208AK2,R1208AK3,R1208AK4,R1208BK2,R1208BK3,R1208BK4,R1208CK2,R1208CK3,R1208CK4,R1209AK2,R1209AK3,R1209AK4,R1209BK2,R1209BK3,R1209BK4,R1209CK2,R1209CK3,R1209CK4,R1209DK2,R1209DK3,R1209DK4,R1209EK2,R1209EK3,R1209EK4,R1209FK2,R1209FK3,R1209FK4,R1209GK2,R1209GK3,R1209GK4
62154,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,020,MUARA JAWA,002,MUARA JAWA ILIR,1,3,6,8,2,4,6,1,2,4,0,0,0,0,0,0,0,1,60001,70025,30012,1,1167,0,7,1,1,1,3,1,0,0,1,4,3,1,1,MANDI 7 BULANAN,NAIK AYUN,,,,,,1,1,1,8,0,2,1,1,1,1,1,1,1,1,1,2,1,1,4,1,1,2,1,1,1,2,1,1,4,2,2,7.00,1,1,1,3,,,2,,,7,0,15,10,2,,,155,3,0,150,2,,,45,1,0,30,2,,,95,2,0,100,0,1,2,0,3,1,2,1,1,4,2,1,1,1,1,1,1,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,,,,0,1,0,2,4,6,0,8.00,2,1,,,1,,,1,,,0,8.00,2,25,,,0,8.00,2,0,95.00,3,10,,,0,95.00,2,0,7.00,2,1,4,6,8,0,8.00,2,0,8.00,2,0,95.00,3,2,95.00,3,2,7.00,2,2,0.50,2,1,,,1,,,2,7.00,2,2,7.00,2
62155,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,020,MUARA JAWA,003,MUARA JAWA TENGAH,1,3,5,8,1,4,6,1,4,5,0,0,0,0,0,0,0,1,60001,70025,30012,1,1167,0,0,2,0,3,0,2,0,0,0,4,3,1,1,MANDI 7 BULANAN,NAIK AYUN,,,,,,1,1,1,5,1,0,1,1,1,1,1,1,4,2,4,2,1,1,1,1,1,1,4,2,4,2,4,2,4,2,2,2.00,1,1,1,3,,,2,,,4,0,15,30,2,,,85,3,0,250,2,,,25,0,30,100,2,,,65,1,45,200,0,1,2,0,3,1,2,1,1,4,1,1,1,1,1,1,1,1,1,1,2,2,1,0,1,0,0,2,0,5,4,0,0,0,1,3,0,,,,2,0,0,2,4,6,0,4.00,2,0,6.00,2,1,,,1,,,1,,,90,,,6,,,0,6.00,2,7,,,0,65.00,3,0,3.00,2,1,4,6,8,0,5.00,2,0,6.00,2,0,60.00,3,2,65.00,3,2,4.00,2,1,,,1,,,1,,,1,,,2,4.00,2
62156,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,020,MUARA JAWA,004,MUARA JAWA ULU,1,3,5,7,1,3,6,1,8,13,9,1,0,0,0,0,0,1,60001,70025,30012,1,1167,2,2,1,0,1,0,0,0,0,0,4,1,1,1,MANDI 7 BULANAN,NAIK AYUN,,,,,,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,,1,1,1,1,1,2,3,1,1,1,0,5,20,3,2,2,95,2,30,250,3,2,2,25,0,30,50,3,2,2,65,1,30,100,0,1,2,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,0,1,0,0,0,0,13,0,0,0,0,1,3,0,,,,1,3,0,2,4,6,1,,,1,,,1,,,1,,,4,,,110,,,10,,,4,,,30,,,0,65.00,2,9,,,1,4,6,8,3,,,1,,,0,65.00,2,2,65.00,2,1,,,1,,,1,,,1,,,1,,,1,,
62157,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,020,MUARA JAWA,005,DONDANG,1,3,6,8,2,4,6,1,1,5,0,0,0,0,0,0,0,1,60001,70025,30012,1,1167,0,1,0,0,0,3,0,0,0,0,4,3,1,1,MANDI 7 BULANAN,NAIK AYUN,,,,,,1,1,1,2,1,0,1,1,1,1,1,1,4,2,4,2,1,1,4,2,4,2,1,1,4,2,4,2,4,2,2,3.00,1,1,1,3,,,2,,,5,0,10,20,2,,,90,3,0,250,2,,,25,0,30,150,2,,,65,1,30,200,0,1,2,0,3,2,2,1,1,4,1,4,1,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,4,0,,,,7,0,2,2,4,6,0,5.00,2,0,6.00,2,0,2.00,2,1,,,1,,,17,,,2,,,1,,,10,,,0,65.00,2,0,5.00,2,1,4,6,8,0,5.00,2,0,6.00,2,0,65.00,2,2,65.00,2,2,6.00,2,1,,,1,,,2,5.00,2,1,,,2,5.00,2
62158,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,020,MUARA JAWA,006,TAMAPOLE,1,3,6,8,2,4,6,1,1,1,0,0,0,0,0,0,0,1,60001,70025,30012,1,1167,0,0,0,0,0,0,0,0,0,0,3,3,1,1,MANDI 7 BULANAN,NAIK AYUN,,,,,,1,1,1,1,1,0,1,1,1,1,1,1,1,1,4,2,1,1,4,2,4,2,1,1,4,2,4,2,4,2,2,7.00,3,2,1,3,,,2,,,6,0,20,50,2,,,85,3,0,350,2,,,24,0,30,200,2,,,65,1,30,300,0,1,2,0,1,2,3,1,2,4,1,4,1,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0,6,0,0,0,0,2,4,0,,,,0,0,0,2,4,6,0,7.00,2,0,8.00,2,0,8.00,2,0,7.00,2,0,7.00,2,5,,,0,6.00,2,0,9.00,2,0,6.00,2,0,65.00,3,0,7.00,2,1,4,6,8,0,7.00,3,0,8.00,3,0,60.00,3,2,65.00,3,2,8.00,2,2,7.00,2,1,,,2,7.00,2,2,7.00,2,2,7.00,2
62159,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,020,MUARA JAWA,007,MUARA KEMBANG,1,3,6,8,2,4,6,1,3,3,0,0,0,0,0,0,0,1,70025,60001,30012,1,1167,0,0,0,0,1,1,0,0,0,0,4,3,1,1,MANDI 7 BULANAN,NAIK AYUN,,,,,,1,1,1,5,1,2,1,1,1,1,1,1,1,1,4,2,1,1,4,2,4,2,4,2,4,2,4,2,4,2,2,17.00,1,2,1,3,,,2,,,15,0,30,50,2,,,85,2,30,250,2,,,17,0,30,100,2,,,65,1,30,300,0,1,2,1,1,2,3,1,1,4,2,4,1,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0,15,0,0,0,0,2,3,0,,,,0,0,0,2,4,6,0,17.00,3,0,17.00,3,0,17.00,3,2,,,0,17.00,3,15,,,0,17.00,3,0,17.00,3,8,,,0,65.00,3,0,17.00,3,1,4,6,8,0,17.00,3,0,17.00,3,0,60.00,3,2,65.00,3,2,17.00,3,2,17.00,3,1,,,2,17.00,3,2,17.00,3,1,,
62160,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,020,MUARA JAWA,008,MUARA JAWA PESISIR,1,3,6,8,2,4,6,1,2,9,3,0,0,0,0,0,0,1,60001,70025,30012,1,1167,1,2,2,2,1,1,0,0,0,0,4,3,1,1,MANDI 7 BULANAN,NAIK AYUN,,,,,,1,1,1,5,0,0,1,1,1,1,1,1,4,2,4,2,1,1,4,2,1,1,1,1,1,1,1,1,4,2,2,2.00,1,1,1,1,1,2,3,1,1,1,0,10,10,2,,,95,2,30,80,2,,,20,1,0,25,2,,,65,1,40,45,0,1,2,1,3,1,2,1,1,4,2,1,1,1,1,1,1,1,1,1,2,2,1,0,3,0,0,0,0,6,1,0,0,0,2,3,0,,,,0,3,0,2,4,6,3,,,1,,,0,1.00,1,2,,,1,,,37,,,2,,,0,65.00,2,53,,,0,65.00,2,6,,,1,4,6,8,2,,,0,2.00,2,0,65.00,2,2,65.00,2,1,,,1,,,1,,,1,,,1,,,2,65.00,2
62161,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,030,SANGA-SANGA,001,JAWA,1,3,5,8,2,4,6,1,2,7,0,0,0,0,0,0,0,1,30012,60001,70025,1,1167,0,0,3,1,0,0,1,0,0,0,1,3,1,1,MANDI-MANDI,TASMIYAH,,BERSIH DESA,UNDUH MANTU,,"3 HARIAN, 7 HARIAN",1,1,0,1,0,2,1,1,3,2,1,1,4,2,4,2,4,2,4,2,4,2,1,1,4,2,4,2,4,2,2,1.00,1,1,1,3,,,2,,,1,0,5,20,2,,,60,1,22,250,2,,,10,0,14,45,2,,,37,0,57,180,0,1,1,3,3,1,1,1,1,4,2,4,1,1,1,2,1,2,1,1,1,1,1,0,0,1,0,0,0,10,0,0,0,0,2,3,0,,,,0,0,0,2,4,6,1,,,0,1.00,1,0,1.00,1,1,,,0,1.00,1,60,,,4,,,0,37.00,2,5,,,0,37.00,2,0,1.00,1,1,4,5,8,0,1.00,1,0,27.00,2,0,27.00,2,2,37.00,2,2,1.00,1,2,1.00,1,1,,,1,,,2,1.00,1,2,1.00,1
62162,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,030,SANGA-SANGA,002,SANGA SANGA DALAM,1,3,5,8,2,4,6,1,3,7,4,1,0,0,0,0,0,1,60001,30012,70025,1,1167,2,4,5,0,9,2,2,0,0,0,1,1,1,1,MANDI MANDI,TASMIYAH,,,,,"3 HARIAN, 7 HARIAN",1,1,0,2,0,2,1,1,1,1,1,1,4,2,1,2,1,1,1,2,1,1,4,2,4,2,4,2,4,2,1,,1,1,1,3,,,2,,,1,0,3,10,2,,,59,1,27,200,2,,,8,0,18,30,2,,,35,1,0,100,0,1,1,3,3,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,2,1,1,0,0,1,10,0,0,20,0,0,0,0,2,3,0,,,,0,1,0,2,4,5,0,10.00,1,1,,,1,,,2,,,4,,,150,,,3,,,0,33.00,2,25,,,0,31.00,2,2,,,1,4,5,8,2,,,0,26.00,1,0,27.00,1,2,36.00,2,1,,,1,,,1,,,1,,,1,,,1,,
62163,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,030,SANGA-SANGA,003,PENDINGIN,1,3,5,8,2,4,6,1,2,6,2,0,0,0,0,0,0,1,30012,60001,70025,1,1167,0,1,0,0,5,2,1,0,0,1,4,3,1,1,MANDI-MANDI,TASMIYAH,,,UNDUH MANTU,,"3 HARIAN, 7 HARIAN",1,1,1,3,0,0,1,2,1,2,1,2,4,2,4,2,1,2,4,2,4,2,4,2,4,2,4,2,4,2,2,7.50,3,1,1,3,,,2,,,8,0,17,30,2,,,66,1,46,300,2,,,16,0,30,100,2,,,43,1,18,200,0,1,2,1,1,2,2,1,4,4,2,4,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,3,8,0,0,0,0,2,4,0,,,,0,0,0,2,4,5,0,20.00,2,0,7.50,1,0,7.50,1,1,,,0,7.50,1,30,,,4,,,0,43.00,2,4,,,0,38.00,2,0,7.50,1,2,4,5,7,0,7.50,1,0,24.00,2,0,24.00,2,2,42.00,2,2,7.50,1,2,7.50,1,1,,,2,7.50,1,2,7.50,1,1,,
62164,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,030,SANGA-SANGA,004,SARIJAYA,1,3,5,8,2,4,6,1,1,3,0,0,0,0,0,0,0,1,60001,30012,70025,1,1167,0,1,1,0,1,1,1,0,0,0,3,3,1,1,7 BULANAN,TASMIYAH,0,0,0,0,"3 HARIAN, 7 HARIAN",1,1,0,7,0,1,1,2,1,2,1,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,2,5.00,1,1,1,3,,,2,,,5,0,10,30,2,,,64,1,37,300,2,,,14,0,24,50,2,,,41,1,10,200,0,1,2,2,2,2,2,1,4,4,2,4,1,1,1,2,1,2,1,1,2,1,1,0,0,0,0,0,0,5,0,0,0,0,2,4,1,0,1,0,0,0,0,2,4,5,0,17.00,1,0,4.70,1,0,4.70,1,1,,,0,4.70,1,24,,,2,,,0,40.70,2,1,,,0,40.70,2,0,4.70,1,1,4,6,8,0,4.70,1,0,31.00,2,0,31.00,2,2,41.00,2,2,4.70,1,2,4.70,1,1,,,2,4.70,1,2,4.70,1,2,4.70,1
62165,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,030,SANGA-SANGA,005,SANGA SANGA MUARA,1,3,6,8,2,4,6,1,2,6,0,0,0,0,0,0,0,1,60001,70025,30012,1,0385,0,1,1,0,0,0,0,0,0,0,1,1,1,1,,NAIK AYUN,,,MANDI-MANDI,,7 HARIAN,1,1,1,13,0,0,1,1,1,1,1,1,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,2,40.00,3,1,1,3,,,2,,,11,0,22,30,2,,,69,1,54,300,2,,,25,0,41,50,2,,,46,1,29,180,0,1,2,1,1,1,1,1,1,4,2,4,1,1,1,2,1,2,1,1,2,1,1,0,0,0,0,0,1,6,0,0,0,0,2,3,1,0,0,1,0,0,0,2,4,5,0,27.00,2,0,11.00,1,0,11.00,1,1,,,0,11.00,1,52,,,3,,,0,36.00,2,3,,,0,30.00,2,0,11.00,1,2,4,6,8,0,11.00,1,0,29.00,2,0,30.00,2,2,46.00,2,2,11.00,1,2,11.00,1,1,,,1,,,2,11.00,1,2,11.00,1
62166,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,040,LOA JANAN,001,BATUAH,1,3,6,8,2,4,6,1,18,3,0,0,0,0,0,0,0,1,70025,30012,60001,1,0554,0,0,0,0,0,0,0,0,0,0,4,3,2,1,,,,,,,,1,1,1,3,0,1,1,1,1,1,1,1,4,2,4,2,4,2,1,1,4,2,4,2,1,1,4,2,4,2,2,40.00,1,1,1,1,2,2,2,,,19,0,30,15,2,,,49,2,0,40,2,,,30,1,0,25,2,,,35,2,0,30,0,1,1,3,3,1,1,1,1,2,1,4,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,3,0,0,0,0,0,0,2,3,0,,,,0,0,0,2,4,5,0,24.00,2,0,24.00,2,1,,,1,,,0,22.00,2,15,,,2,,,1,,,15,,,0,35.00,2,0,30.00,2,1,4,5,8,1,,,0,39.00,2,0,37.00,2,2,42.00,2,2,30.00,2,1,,,1,,,1,,,1,,,1,,
62167,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,040,LOA JANAN,002,TANI BAKTI,1,3,6,8,1,4,6,1,3,7,1,0,0,0,0,0,0,1,30012,70025,60001,1,0088,0,0,9,0,1,2,0,0,0,0,4,1,1,1,PITUN PITON,TASMIYAHAN,,SEDEKAH BUMI,,,,1,1,1,14,0,1,1,1,1,1,1,1,4,2,4,2,1,1,4,2,4,2,4,2,4,2,4,2,4,2,2,40.00,1,1,1,3,,,2,,,6,0,30,8,2,,,25,1,30,16,2,,,10,0,30,10,2,,,30,1,0,25,0,1,1,3,3,1,1,1,3,4,1,4,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,1,3,0,,,,0,0,0,2,4,6,0,10.00,2,0,10.00,2,0,8.00,2,1,,,0,12.00,2,23,,,2,,,0,15.00,2,5,,,0,19.00,2,0,20.00,2,2,4,6,8,0,10.00,2,0,25.00,2,0,25.00,2,2,28.00,2,2,10.00,2,2,8.00,2,1,,,1,,,1,,,1,,
62168,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,040,LOA JANAN,003,PURWAJAYA,1,3,5,8,1,4,6,1,3,15,1,0,0,0,0,0,0,1,30012,70025,60369,1,1167,2,0,1,0,28,3,0,0,0,0,4,3,1,1,PITUN-PITUN,SELAPAN,,,TEMU MANTEN,,,1,1,1,1,0,0,1,1,1,1,1,1,4,2,4,2,1,1,1,1,4,2,1,1,4,2,1,1,4,2,2,20.00,1,1,1,3,,,2,,,1,0,5,8,2,,,35,1,0,20,2,,,10,0,30,10,2,,,37,1,0,15,0,1,1,1,4,2,1,1,1,4,2,4,1,1,1,1,1,1,1,1,1,1,1,0,3,0,3,0,0,0,0,0,0,0,2,3,1,0,1,0,0,0,0,2,4,6,0,6.00,2,1,,,1,,,1,,,0,7.00,2,80,,,5,,,0,4.00,2,8,,,0,20.00,2,0,15.00,2,1,4,6,8,0,12.00,2,0,15.00,2,0,9.00,2,2,20.00,2,2,10.00,2,2,5.00,2,1,,,1,,,2,7.00,2,2,10.00,2
62169,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,040,LOA JANAN,004,LOA JANAN ULU,1,3,5,8,1,4,6,1,7,16,1,1,0,0,0,0,0,1,30012,60369,70025,1,1167,1,2,2,2,3,6,0,0,0,0,4,3,1,1,PITON-PITON,SELAPAN,,SEDEKAH BUMI,PINGITAN,,,1,1,1,4,0,1,1,1,1,1,1,1,4,2,4,2,1,1,1,1,4,2,1,1,1,1,1,1,4,2,2,20.00,1,1,1,1,1,2,2,,,4,0,30,5,2,,,18,1,0,20,2,,,10,0,40,10,2,,,15,0,50,150,10,1,1,4,5,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,0,7,0,8,8,1,14,0,0,0,0,1,3,0,,,,0,0,0,2,4,6,0,3.00,2,1,,,1,,,1,,,0,2.00,2,128,,,2,,,0,5.00,2,10,,,0,15.00,2,0,10.00,2,1,4,6,8,0,3.00,2,0,15.00,2,0,20.00,2,2,15.00,2,2,3.00,2,1,,,1,,,1,,,1,,,1,,
62170,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,040,LOA JANAN,005,LOA DURI ULU,1,3,5,7,1,3,6,1,7,7,9,1,0,0,0,0,0,1,60369,70199,70025,1,0455,9,10,9,7,0,8,5,0,0,0,4,1,1,1,PITUN-PITUN,TASMIYAHAN,,SEDEKAH BUMI,,,,1,1,1,19,1,7,4,2,1,1,1,1,4,2,4,2,1,1,4,2,4,2,4,2,4,2,4,2,4,2,2,20.00,3,1,1,2,1,2,2,,,5,0,30,8,2,,,20,1,0,15,2,,,15,0,30,15,2,,,20,1,0,15,0,1,1,2,2,2,2,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,0,6,0,6,0,1,2,0,0,0,0,2,3,1,0,0,1,0,0,0,2,4,5,0,3.00,2,0,1.00,2,2,,,1,,,1,,,57,,,10,,,1,,,10,,,0,15.00,2,0,10.00,2,1,4,5,7,2,,,0,20.00,2,0,20.00,2,2,25.00,2,1,,,1,,,1,,,1,,,1,,,1,,
62171,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,040,LOA JANAN,006,BAKUNGAN,1,3,5,8,2,4,6,1,4,8,0,0,0,0,0,0,0,1,60001,60369,70025,1,0385,4,1,1,2,14,0,0,0,0,0,4,3,1,1,,,,,,,,1,1,1,9,0,1,1,1,1,1,1,1,4,2,4,2,1,1,1,1,4,2,1,1,1,1,4,2,4,2,2,22.00,1,1,1,1,1,2,2,,,12,0,30,10,2,,,20,1,0,25,2,,,10,0,30,15,2,,,20,1,0,20,0,1,1,2,4,2,2,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,0,0,0,3,0,2,0,0,0,0,0,2,3,0,,,,0,0,0,2,4,5,0,5.00,2,1,,,1,,,5,,,1,,,50,,,2,,,0,10.00,2,7,,,0,20.00,2,0,20.00,2,1,4,6,8,0,4.00,2,0,20.00,2,0,25.00,2,2,20.00,2,2,5.00,2,2,2.00,2,1,,,1,,,1,,,1,,
62172,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,040,LOA JANAN,007,LOA DURI ILIR,1,3,5,8,2,4,6,1,4,8,2,2,0,0,0,0,0,1,30012,60369,60001,1,1167,2,0,0,0,8,6,0,0,1,0,4,3,1,1,PITONAN,SELAPAN,,,TEMU MANTEN,,HAUL,1,1,1,2,0,2,1,1,1,1,1,1,4,2,4,2,1,1,4,2,1,1,1,1,4,2,4,2,4,2,2,30.00,1,1,1,1,1,2,2,,,4,0,20,8,2,,,20,1,0,15,2,,,20,0,40,15,2,,,25,1,0,15,12,1,1,1,4,1,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,0,3,0,12,3,0,0,0,0,0,0,1,3,1,0,0,1,0,0,0,2,4,6,0,3.00,2,1,,,0,4.00,2,2,,,0,1.00,1,4,,,20,,,1,,,8,,,0,15.00,2,0,10.00,2,1,4,6,8,0,2.00,1,0,25.00,2,0,20.00,2,2,20.00,2,2,1.00,1,2,1.00,1,1,,,1,,,1,,,1,,
62173,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,040,LOA JANAN,008,TANI HARAPAN,1,3,6,8,2,4,6,1,4,4,0,0,0,0,0,0,0,1,70025,30012,60001,1,0554,1,0,5,0,4,0,1,2,1,0,4,3,1,2,,,,,,,,1,1,1,4,4,2,2,1,2,1,1,1,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,2,40.00,1,1,1,3,,,2,,,24,1,20,8,2,,,40,2,10,15,2,,,25,1,30,8,2,,,35,1,50,15,0,1,2,2,2,3,2,1,4,4,1,4,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,,,,0,0,0,2,4,5,0,24.00,2,0,25.00,2,0,5.00,2,1,,,0,26.00,2,1,,,6,,,0,30.00,2,0,5.00,2,0,35.00,2,0,32.00,2,2,4,6,7,0,7.00,2,0,40.00,2,0,42.00,2,2,40.00,2,2,35.00,2,2,7.00,2,1,,,1,,,2,20.00,2,1,,
62174,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,050,LOA KULU,001,JONGGON DESA,1,3,5,8,2,4,6,1,6,12,4,0,0,0,0,0,0,1,30012,60369,60044,1,0088,0,0,1,2,0,1,0,0,0,0,4,2,1,1,MITONI/TUJUH BULANAN,TASMIYAH,,0,0,0,HAUL,1,1,1,12,0,0,1,1,1,1,1,1,4,2,4,2,4,2,4,2,4,2,4,2,1,1,4,2,4,2,2,70.00,1,1,2,3,,,2,,,70,1,30,60,2,,,66,1,25,60,2,,,65,1,20,60,2,,,66,1,25,60,0,1,2,0,2,2,1,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3,0,0,0,0,2,3,0,,,,0,0,2,2,4,6,0,50.00,3,0,70.00,3,0,50.00,3,2,,,0,70.00,3,20,,,0,50.00,3,0,70.00,3,6,,,0,70.00,3,0,70.00,3,2,4,6,8,0,70.00,3,0,70.00,3,0,70.00,3,2,70.00,3,2,70.00,3,2,70.00,3,1,,,1,,,1,,,2,70.00,3
62175,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,050,LOA KULU,002,SUNGAI PAYANG,1,3,5,8,2,4,6,1,5,4,6,2,0,0,0,0,0,1,60369,60005,30012,1,1167,1,2,0,2,1,4,0,0,4,0,2,3,1,1,,,,,,,,1,1,1,6,1,0,1,1,1,1,1,1,4,2,4,2,4,2,4,2,4,2,1,1,4,2,4,2,4,2,2,25.00,1,2,1,2,2,1,2,,,24,1,0,40,2,,,36,1,30,50,2,,,24,1,0,40,2,,,36,1,30,50,0,1,2,0,2,2,2,1,4,4,1,4,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,2,3,2,1,0,1,0,0,0,2,4,6,0,25.00,3,0,25.00,3,0,30.00,3,1,,,0,25.00,3,14,,,2,,,0,38.00,3,3,,,0,38.00,3,0,25.00,2,2,4,6,8,1,,,0,38.00,3,0,25.00,3,2,38.00,3,2,25.00,3,2,25.00,3,1,,,2,25.00,3,2,25.00,3,1,,
62176,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,050,LOA KULU,003,JEMBAYAN,1,3,5,7,1,4,6,1,7,9,2,0,0,0,0,0,0,1,60369,60001,30012,1,1167,1,0,0,1,0,4,0,0,0,0,1,3,1,1,7 BULANAN,TASMIYAH,,,,,HAUL,1,1,1,5,0,4,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,1,2,2,2,10.00,1,1,1,3,,,2,,,3,0,15,10,2,,,10,0,30,20,2,,,10,0,30,35,2,,,10,0,30,35,0,1,2,3,3,1,1,1,1,4,2,4,1,2,1,2,1,2,1,1,2,1,1,0,1,2,0,0,2,12,0,0,0,0,2,3,1,0,0,1,0,0,0,2,4,5,0,4.00,2,0,4.00,2,0,10.00,2,5,,,0,10.00,2,60,,,20,,,15,,,20,,,0,15.00,2,0,10.00,2,2,4,6,8,0,4.00,2,0,10.00,2,0,4.00,2,2,10.00,2,2,4.00,2,2,4.00,2,1,,,1,,,1,,,2,10.00,2
62177,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,050,LOA KULU,004,PONORAGAN,1,3,5,8,2,4,6,1,4,6,0,0,0,0,0,0,0,1,30012,70025,60369,1,1167,0,1,7,0,10,1,3,0,0,0,4,1,1,1,,TASMIYAH,,,,,HAULAN,22,35,0,40,0,0,4,1,2,1,1,1,4,2,4,2,4,1,4,1,4,2,4,1,4,2,4,2,4,2,2,12.00,1,1,3,3,,,2,,,2,0,5,10,2,,,8,0,20,20,2,,,9,0,20,20,2,,,39,0,50,50,0,1,2,0,3,2,1,1,1,4,2,4,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,2,3,0,,,,0,0,0,2,4,5,0,2.00,2,0,2.00,2,0,4.00,2,2,,,0,2.00,2,23,,,3,,,0,8.00,2,1,,,0,8.00,2,0,8.00,2,1,4,6,7,0,3.00,2,0,8.00,2,0,8.00,2,2,8.00,2,2,8.00,2,2,3.00,2,1,,,1,,,1,,,2,8.00,2
