Shape,R101,R101N,R102,R102N,R103,R103N,R104,R104N,R80101,R80102,R80103,R80104,R80105,R80106,R80107,R802,R803A,R803B,R803C,R803D,R803E,R803F,R803G,R803H,R803I,R804A1,R804A2A,R804A2B,R804A2C,R804B1,R804B2,R805A,R805B,R805C,R805D,R805E,R805F,R805G,R805H,R805I,R806,R807,R808,R809A,R809B,R8101K2,R8102K2,R8103K2,R8104K2,R8105K2,R8106K2,R8107K2,R811A,R811B,R811C,R811D,R811E,R811F,R901AK2,R901AK3,R901BK2,R901BK3,R901CK2,R901CK3,R901DK2,R901DK3,R901EK2,R901EK3,R901FK2,R901FK3,R901GK2,R901GK3,R901HK2,R901HK3,R901IK2,R901IK3,R901JK2,R901JK3,R901KK2,R901KK3,R901LK2,R901LK3,R902A,R902B,R1001A,R1001B1,R1001B2,R1001C1,R1001C2,R1001C3,R1002AK2,R1002AK3,R1002AK4,R1002AK5,R1002AJM,R1002AME,R1002AK7,R1002BK2,R1002BK3,R1002BK4,R1002BK5,R1002BJM,R1002BME,R1002BK7,R1002CK2,R1002CK3,R1002CK4,R1002CK5,R1002CJM,R1002CME,R1002CK7,R1002DK2,R1002DK3,R1002DK4,R1002DK5,R1002DJM,R1002DME,R1002DK7,R1003A,R1003B,R1004,R1005A,R1005B,R1005C,R1005D,R1006A,R1006B,R1007A,R1007B,R1007C,R1008AK2,R1008AK3,R1008BK2,R1008BK3,R1008CK2,R1008CK3,R1008DK2,R1008DK3,R1008EK2,R1008FK2,R1008GK2,R1201A,R1201B,R1201C,R1201D,R1201E,R1201F,R1201G,R1201H,R1202A,R1202B,R1202C,R1203A,R1203B,R1204A,R1204B,R1204C,R1204D,R1205A1,R1205A2,R1205A3,R1205B1,R1205B2,R1205B3,R1206AK2,R1206AK3,R1206AK4,R1206BK2,R1206BK3,R1206BK4,R1206CK2,R1206CK3,R1206CK4,R1206DK2,R1206DK3,R1206DK4,R1206EK2,R1206EK3,R1206EK4,R1206F1K2,R1206F1K3,R1206F1K4,R1206F2K2,R1206F2K3,R1206F2K4,R1206GK2,R1206GK3,R1206GK4,R1206HK2,R1206HK3,R1206HK4,R1206IK2,R1206IK3,R1206IK4,R1206JK2,R1206JK3,R1206JK4,R1207A,R1207B,R1207C,R1207D,R1208AK2,R1208AK3,R1208AK4,R1208BK2,R1208BK3,R1208BK4,R1208CK2,R1208CK3,R1208CK4,R1209AK2,R1209AK3,R1209AK4,R1209BK2,R1209BK3,R1209BK4,R1209CK2,R1209CK3,R1209CK4,R1209DK2,R1209DK3,R1209DK4,R1209EK2,R1209EK3,R1209EK4,R1209FK2,R1209FK3,R1209FK4,R1209GK2,R1209GK3,R1209GK4
62753,64,KALIMANTAN TIMUR,71,BALIKPAPAN,050,BALIKPAPAN BARAT,004,MARGO MULYO,1,3,5,7,2,4,6,1,7,6,1,0,0,0,0,0,0,1,30012,70025,70199,1,1167,10,7,6,2,5,5,5,0,0,0,4,1,1,1,,,,,,,,1,1,0,3,0,1,4,1,1,1,1,1,4,2,4,2,1,1,4,1,4,2,4,2,4,2,1,1,4,2,2,4.40,1,1,1,2,1,1,3,1,1,2,0,9,4,3,1,1,8,0,23,17,3,1,1,5,0,16,9,3,7,2,24,1,30,50,923,1,1,7,4,2,1,1,1,4,2,1,1,2,1,2,1,2,1,1,1,1,1,0,5,0,44,0,1,57,0,0,0,0,2,3,0,,,,0,2,0,2,4,6,0,2.90,2,0,2.90,2,0,7.90,2,0,12.00,3,0,2.20,2,37,,,189,,,0,2.90,2,139,,,0,2.90,2,0,2.90,2,1,4,5,7,0,2.90,2,0,2.90,2,0,6.90,3,2,3.80,2,1,,,1,,,1,,,1,,,1,,,1,,
62754,64,KALIMANTAN TIMUR,71,BALIKPAPAN,050,BALIKPAPAN BARAT,005,BARU ULU,1,3,5,7,1,4,6,1,9,4,0,0,0,0,0,0,0,1,70025,70085,30012,1,1167,6,10,0,0,29,0,10,0,0,0,4,3,1,1,,,,,,,,1,1,0,3,0,0,4,1,4,1,1,1,4,2,4,2,4,2,4,1,4,2,4,2,4,2,4,2,4,2,2,3.90,1,1,1,1,1,1,7,3,2,2,0,8,5,3,3,2,8,0,16,10,3,3,2,6,0,16,5,3,7,2,34,1,34,50,558,1,1,7,4,1,1,1,1,1,2,1,1,2,1,2,1,2,1,1,1,1,1,1,2,24,13,0,1,52,0,0,0,0,2,3,0,,,,0,1,0,2,4,6,1,,,0,1.60,2,0,8.70,2,0,9.70,3,1,,,48,,,381,,,0,2.50,2,152,,,1,,,0,2.20,2,1,4,5,7,1,,,0,2.10,2,0,8.40,2,2,3.20,2,1,,,1,,,1,,,1,,,1,,,1,,
62755,64,KALIMANTAN TIMUR,71,BALIKPAPAN,050,BALIKPAPAN BARAT,006,KARIANGAU,1,3,5,7,1,3,6,1,12,4,1,0,0,0,0,0,0,1,70085,30012,70025,1,1167,1,9,0,0,1,0,1,0,0,0,4,3,1,1,,,,,,,,1,1,0,4,3,4,4,1,1,1,1,1,4,2,4,2,1,1,4,1,4,2,1,1,4,2,4,2,4,2,2,20.00,3,1,1,2,1,2,3,3,2,18,0,38,10,3,3,2,22,0,47,15,3,3,2,11,0,20,10,3,7,2,19,1,0,30,21,1,1,8,4,2,1,1,1,4,2,1,1,2,1,2,1,2,1,1,1,1,1,0,0,0,8,3,0,27,0,0,0,0,1,3,0,,,,0,0,0,2,4,6,0,10.00,2,0,17.00,3,0,16.00,3,1,,,0,10.00,2,4,,,112,,,0,10.00,2,85,,,0,12.00,2,0,12.00,2,1,4,5,7,3,,,0,12.00,2,0,20.00,2,2,19.00,3,2,12.00,2,1,,,1,,,1,,,1,,,1,,
62756,64,KALIMANTAN TIMUR,72,SAMARINDA,010,PALARAN,001,SIMPANG PASIR,1,3,5,7,1,4,6,1,5,16,1,0,0,0,1,0,0,1,50060,60001,70025,2,1167,0,0,0,0,0,0,0,0,0,0,4,3,1,1,,,,,,,,1,0,0,7,0,0,1,1,4,2,1,2,4,2,4,2,1,2,4,2,4,2,1,1,4,2,4,2,4,2,2,3.50,1,1,1,1,1,1,2,,,7,0,15,5,2,,,15,0,30,20,2,,,20,0,45,15,2,,,75,1,30,75,0,1,1,10,3,1,1,1,1,4,2,1,1,1,1,1,1,1,1,2,1,1,1,0,3,0,0,10,0,7,0,0,0,0,1,3,0,,,,0,0,0,2,4,5,1,,,0,7.00,2,0,7.00,2,1,,,0,7.00,2,112,,,120,,,0,7.00,2,120,,,0,10.00,2,1,,,1,4,5,8,0,7.50,2,0,10.50,2,0,8.00,2,2,10.50,2,2,3.00,1,2,0.50,1,1,,,1,,,1,,,1,,
62757,64,KALIMANTAN TIMUR,72,SAMARINDA,010,PALARAN,002,HANDIL BAKTI,1,3,5,7,1,3,6,1,4,15,4,1,0,0,0,0,0,1,60001,30012,70025,1,1167,0,0,0,0,2,0,0,0,0,0,4,3,1,1,,TASMIYAHAN,,,,,,32,1,0,6,0,0,1,1,1,1,1,1,4,2,4,2,1,2,1,1,4,2,1,1,4,2,1,1,4,2,2,3.50,1,1,1,1,1,2,2,,,5,0,10,5,2,,,18,0,30,20,2,,,20,0,40,15,2,,,80,1,30,75,0,1,2,1,4,2,2,1,4,4,2,1,1,2,1,2,1,2,1,2,1,1,1,0,3,0,0,0,0,2,0,0,0,0,1,3,0,,,,0,0,0,2,4,5,0,5.00,2,0,6.00,2,0,6.00,2,1,,,1,,,30,,,40,,,0,5.00,2,111,,,0,5.00,2,0,5.00,2,1,4,6,7,0,3.00,2,0,25.00,2,0,5.00,2,2,12.00,2,1,,,1,,,1,,,1,,,1,,,1,,
62758,64,KALIMANTAN TIMUR,72,SAMARINDA,010,PALARAN,003,BANTUAS,1,3,6,8,2,4,6,1,3,11,1,0,0,0,0,0,0,1,60001,30012,50071,1,1167,1,0,3,0,0,5,0,0,0,0,4,3,1,1,,AQIQHO,,,,,,1,1,0,5,1,0,1,1,4,2,1,1,4,2,4,2,1,2,4,2,4,2,1,1,4,2,4,2,4,2,2,10.50,1,1,1,1,1,2,2,,,8,0,15,5,2,,,32,1,30,10,2,,,3,0,15,15,2,,,75,2,30,75,0,1,2,2,4,2,1,1,1,4,2,4,1,1,1,1,1,1,1,1,1,1,2,0,5,0,0,3,0,0,0,0,0,0,2,3,1,0,1,0,0,0,0,2,4,5,0,8.80,2,0,10.50,2,0,10.50,2,1,,,1,,,125,,,175,,,1,,,75,,,0,12.50,2,0,12.50,2,1,4,6,8,0,5.50,2,0,10.80,2,0,5.50,2,2,20.00,2,2,5.00,2,2,5.50,2,1,,,1,,,2,3.50,2,2,4.50,2
62759,64,KALIMANTAN TIMUR,72,SAMARINDA,010,PALARAN,004,BUKUAN,1,3,5,7,1,4,6,1,11,17,6,1,0,1,0,0,0,1,30012,60001,70026,1,1167,2,0,2,1,7,2,0,0,0,0,4,3,1,1,TINGKEPAN,TASMIYAHAN,,,,,,1,6,0,8,0,0,1,1,1,1,1,1,4,2,4,2,1,2,4,2,4,2,1,1,1,2,4,2,4,2,2,15.50,1,1,1,1,1,1,2,,,1,0,5,5,3,3,1,21,0,30,10,3,3,1,12,0,30,15,3,3,1,55,1,30,200,0,3,1,2,4,1,1,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,0,7,0,0,5,0,0,0,0,0,0,1,3,0,,,,0,2,0,2,4,5,0,7.00,2,0,3.00,2,1,,,1,,,1,,,151,,,161,,,0,5.00,2,175,,,0,3.00,2,0,3.00,2,2,4,6,8,0,2.00,2,0,3.00,2,0,1.00,2,2,5.00,2,1,,,1,,,1,,,1,,,1,,,1,,
62760,64,KALIMANTAN TIMUR,72,SAMARINDA,010,PALARAN,005,RAWA MAKMUR,1,3,5,7,1,4,6,1,12,30,2,0,0,1,1,0,0,1,30012,70025,60001,1,1167,1,1,2,3,0,0,0,0,0,0,4,3,1,1,MANDI-MANDI,TASMIAH,,BASIH DESA,TEMU MANTEN,,,1,3,0,1,0,0,1,1,1,1,1,1,4,2,4,2,1,2,4,1,4,2,1,1,4,2,1,2,4,2,2,5.50,1,1,1,1,1,2,2,,,3,0,5,5,3,3,2,10,0,45,15,2,,,8,0,8,10,3,3,2,35,1,30,150,0,1,1,2,4,3,1,1,1,1,2,1,1,2,1,2,1,2,1,2,1,1,1,0,7,10,0,7,0,0,17,0,0,0,1,3,0,,,,0,5,0,2,4,5,0,3.00,2,1,,,0,3.00,2,1,,,4,,,112,,,110,,,0,5.00,2,120,,,0,0.50,2,0,0.50,2,1,3,5,7,4,,,1,,,1,,,2,3.00,2,1,,,1,,,1,,,1,,,1,,,1,,
62761,64,KALIMANTAN TIMUR,72,SAMARINDA,020,SAMARINDA ILIR,006,SELILI,1,3,5,7,1,4,6,1,4,12,2,0,0,0,0,0,0,1,30012,70199,70025,1,1167,0,0,0,0,0,1,1,0,0,0,4,2,1,1,,,,,,,,1,2,0,0,0,0,1,2,1,2,1,2,4,2,4,2,1,2,4,1,4,2,4,1,4,2,1,1,4,2,2,4.00,1,1,1,1,1,1,3,3,1,4,0,8,5,3,3,2,5,0,12,10,3,3,1,1,0,2,5,3,2,2,40,0,45,50,151,1,1,2,5,2,1,1,1,4,2,4,1,1,1,1,1,2,1,2,1,1,1,0,4,0,0,0,0,60,0,0,6,0,1,3,0,,,,1,1,0,2,4,6,0,2.20,1,0,2.20,1,1,,,1,,,1,,,75,,,62,,,0,3.30,1,10,,,0,5.20,1,0,3.30,1,1,4,5,7,0,3.70,2,0,5.00,2,0,4.60,2,2,7.70,2,2,2.20,2,1,,,1,,,1,,,1,,,2,7.70,2
62762,64,KALIMANTAN TIMUR,72,SAMARINDA,020,SAMARINDA ILIR,007,SUNGAI DAMA,1,3,5,7,1,4,6,1,3,10,0,0,0,0,0,0,0,1,60001,70029,30012,1,1167,2,4,0,0,0,0,0,0,0,0,3,1,1,1,,,,,,,,1,2,0,0,0,4,4,2,1,1,1,2,4,2,4,2,1,1,1,1,4,2,4,1,4,2,1,1,4,1,2,3.00,1,1,1,1,1,1,3,3,1,3,0,7,5,3,3,1,4,0,9,8,3,3,1,3,0,9,8,3,2,2,42,0,50,50,568,1,1,0,4,2,1,1,1,4,2,1,1,1,1,1,1,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,,,,0,2,0,2,4,6,1,,,1,,,1,,,1,,,1,,,111,,,85,,,0,1.00,1,323,,,0,1.00,1,0,1.00,1,1,4,5,7,2,,,0,2.90,1,1,,,2,5.60,2,1,,,1,,,1,,,1,,,1,,,2,7.00,2
62763,64,KALIMANTAN TIMUR,72,SAMARINDA,020,SAMARINDA ILIR,008,SIDODAMAI,1,3,5,7,1,4,6,1,2,10,0,0,0,0,0,0,0,1,60001,70025,30012,1,1167,0,0,0,0,0,0,0,0,0,0,4,3,1,1,,,,,,,,1,1,0,0,0,9,4,2,1,1,1,2,4,2,4,2,1,1,1,2,4,2,1,1,2,2,1,2,4,2,2,4.00,1,1,1,1,1,1,3,3,1,2,0,30,4,3,3,1,5,1,0,5,3,3,1,8,1,0,6,3,2,2,221,3,0,100,250,1,1,0,4,1,1,1,1,4,2,4,1,2,1,2,1,1,1,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,1,3,0,,,,0,0,0,2,4,6,0,1.00,1,0,1.00,1,0,1.00,1,0,1.00,1,1,,,93,,,89,,,0,2.00,1,35,,,0,2.00,1,0,2.00,1,1,4,5,8,1,,,0,3.00,1,0,2.00,1,2,99.80,4,2,3.00,1,1,,,1,,,1,,,1,,,1,,
62764,64,KALIMANTAN TIMUR,72,SAMARINDA,020,SAMARINDA ILIR,009,SIDOMULYO,1,3,5,7,1,4,6,1,5,4,1,0,0,0,1,0,0,1,30012,60001,70029,1,1167,0,3,0,0,0,7,0,0,0,0,4,2,1,1,,,,,,,,1,1,0,0,0,1,2,2,2,2,1,1,2,2,2,2,1,1,1,1,2,2,1,1,1,2,1,2,2,2,2,4.00,1,1,1,1,1,1,7,3,1,1,0,3,2,3,3,2,2,0,6,9,3,3,1,5,0,14,13,3,2,2,38,0,46,50,284,1,1,2,5,1,1,1,1,4,2,4,1,2,1,2,1,1,1,1,1,1,1,0,0,0,0,0,0,15,0,0,0,0,1,3,1,0,1,0,1,1,0,2,4,6,0,1.90,1,0,1.10,1,1,,,2,,,3,,,180,,,112,,,0,1.10,1,62,,,0,1.00,1,0,1.90,1,1,4,5,7,0,1.20,1,0,3.20,1,0,13.60,1,2,5.20,1,1,,,1,,,1,,,1,,,1,,,2,5.20,1
62765,64,KALIMANTAN TIMUR,72,SAMARINDA,020,SAMARINDA ILIR,014,PELITA,1,3,5,7,1,3,6,1,3,14,0,0,0,0,0,0,0,1,60001,70025,30012,1,1167,0,2,0,0,0,0,0,0,4,0,4,1,1,1,,,,,,,,1,1,0,0,0,1,1,2,1,1,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2.00,1,1,1,1,1,1,3,3,1,1,0,4,5,3,3,1,3,0,9,12,3,3,1,5,0,13,15,3,2,2,38,0,47,50,127,1,1,0,1,1,1,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,12,150,0,0,0,0,1,3,0,,,,0,0,0,2,4,5,0,2.40,1,1,,,1,,,0,2.50,1,5,,,175,,,121,,,2,,,275,,,1,,,0,2.40,1,1,4,6,8,1,,,0,3.30,1,0,1.60,1,2,5.30,1,1,,,1,,,1,,,1,,,1,,,2,5.30,1
62766,64,KALIMANTAN TIMUR,72,SAMARINDA,021,SAMARINDA KOTA,001,BUGIS,1,3,5,7,1,4,6,1,8,5,0,1,0,0,0,0,0,1,30012,70025,60001,1,1167,0,0,0,0,1,0,1,0,0,0,4,1,1,1,,,,,,,,1,0,0,0,0,8,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,4,2,1,2,1,2,2,3.00,1,1,1,1,1,1,3,1,1,2,0,50,5,3,1,1,1,0,10,2,3,1,1,5,0,10,10,2,,,22,1,45,30,526,1,1,1,0,1,2,1,1,1,2,1,1,2,1,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,4,0,0,0,1,3,0,,,,0,2,0,2,4,6,1,,,0,1.00,1,0,1.00,1,0,1.50,1,1,,,50,,,40,,,6,,,18,,,6,,,0,1.50,1,1,4,5,7,2,,,4,,,0,2.00,2,2,5.00,3,1,,,1,,,1,,,1,,,1,,,2,4.00,3
62767,64,KALIMANTAN TIMUR,72,SAMARINDA,021,SAMARINDA KOTA,002,PASAR PAGI,1,3,5,7,1,3,6,1,2,6,0,0,0,0,0,0,0,1,60001,70025,30012,1,1167,0,0,0,0,0,1,0,0,0,0,4,3,1,2,,,,,,,,1,1,0,0,0,24,4,2,1,2,2,2,2,2,2,2,1,1,1,2,4,2,4,2,4,2,1,1,4,2,2,1.30,1,1,1,1,1,1,3,3,2,2,0,5,5,3,3,2,2,0,5,5,3,3,2,3,0,5,5,3,3,2,30,0,46,50,810,1,1,0,5,1,1,1,1,1,2,1,1,2,1,2,1,2,1,2,1,1,1,0,0,0,0,0,0,2,0,0,0,0,2,3,0,,,,0,1,0,2,4,6,10,,,1,,,0,1.00,1,0,0.50,1,2,,,286,,,157,,,24,,,148,,,8,,,2,,,1,4,5,7,3,,,4,,,0,3.00,1,2,2.00,1,1,,,1,,,1,,,1,,,1,,,2,99.80,4
62768,64,KALIMANTAN TIMUR,72,SAMARINDA,021,SAMARINDA KOTA,003,PELABUHAN,1,3,5,7,1,3,6,1,1,4,1,0,0,0,0,0,0,1,60001,70025,30012,1,1167,0,4,0,0,7,0,0,0,2,0,4,1,2,2,,,,,,,,1,1,0,0,0,10,2,2,2,2,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,2,2,1,,1,1,1,1,1,1,7,3,2,1,0,5,5,7,3,2,2,0,8,5,7,3,2,2,0,7,5,7,3,2,31,0,50,100,710,1,1,2,5,1,1,1,1,4,2,1,1,2,1,2,1,2,1,1,1,1,1,0,0,5,0,0,3,20,0,0,0,0,2,3,0,,,,0,1,0,2,4,5,10,,,0,1.20,1,0,1.50,1,0,1.00,1,10,,,130,,,40,,,8,,,115,,,5,,,2,,,2,4,6,8,4,,,5,,,1,,,2,4.00,1,1,,,1,,,1,,,1,,,1,,,2,99.00,1
62769,64,KALIMANTAN TIMUR,72,SAMARINDA,021,SAMARINDA KOTA,004,SUNGAI PINANG LUAR,1,3,5,7,1,3,6,1,3,15,1,0,0,0,0,0,0,1,60001,30012,70025,1,1167,0,10,0,0,1,18,0,0,2,0,4,1,2,2,,,,,,,,1,0,0,0,0,5,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1.00,1,1,1,1,1,1,3,3,1,2,0,8,5,3,3,1,2,0,6,5,3,3,1,2,0,9,5,3,3,2,49,0,49,100,2115,1,1,1,5,1,1,1,1,4,2,1,1,2,1,2,1,2,1,1,1,1,1,0,0,1,0,0,0,200,0,0,0,0,2,3,0,,,,0,2,0,2,4,6,2,,,0,3.00,1,0,3.00,1,0,3.00,1,4,,,62,,,54,,,7,,,20,,,4,,,1,,,1,4,6,7,1,,,1,,,1,,,2,4.00,1,1,,,1,,,2,2.00,1,1,,,1,,,2,99.00,1
62770,64,KALIMANTAN TIMUR,72,SAMARINDA,021,SAMARINDA KOTA,005,KARANG MUMUS,1,3,5,7,1,3,6,1,5,5,5,0,0,0,1,1,0,1,30012,60001,70025,1,1167,0,1,1,0,0,0,0,0,0,0,4,1,2,2,,,,,,,,1,0,0,0,0,4,4,2,4,2,1,1,1,1,4,2,1,1,1,1,4,2,1,2,1,1,1,1,4,2,2,1.00,1,1,1,1,1,1,3,3,1,3,0,9,5,3,3,1,3,0,11,10,3,3,1,1,0,4,5,3,3,2,30,0,48,100,905,1,1,0,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,4,2,0,4,0,1,3,0,,,,0,0,0,2,4,6,10,,,0,1.00,1,0,2.00,1,1,,,0,1.00,1,118,,,38,,,5,,,31,,,0,1.00,1,5,,,1,4,5,8,2,,,1,,,0,2.00,1,2,3.00,1,1,,,1,,,1,,,1,,,1,,,2,99.00,2
62771,64,KALIMANTAN TIMUR,72,SAMARINDA,022,SAMBUTAN,001,PULAU ATAS,1,3,5,7,1,3,6,1,4,3,0,0,0,0,0,1,0,1,60001,60369,30012,1,0385,0,0,0,0,0,2,0,0,1,0,4,3,2,2,-,-,-,-,-,-,-,1,1,0,1,0,1,1,1,1,1,1,1,4,2,4,1,1,1,4,1,4,2,4,2,4,2,4,2,4,2,2,15.80,1,1,1,2,2,2,2,,,10,0,40,50,2,,,15,1,0,100,2,,,9,0,35,50,2,,,45,1,20,350,20,1,2,2,4,2,2,1,2,4,1,4,1,2,1,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,20,0,0,0,1,3,0,,,,0,0,0,2,4,6,0,14.70,3,0,14.70,3,0,14.70,3,0,2.60,2,0,1.00,1,75,,,5,,,0,12.80,3,8,,,0,15.30,3,0,14.70,3,2,4,6,8,0,11.70,3,0,12.00,3,0,15.80,3,2,19.00,4,2,11.00,3,1,,,1,,,1,,,1,,,2,14.70,3
62772,64,KALIMANTAN TIMUR,72,SAMARINDA,022,SAMBUTAN,002,SINDANG SARI,1,3,5,8,2,4,6,1,1,11,1,0,0,0,0,0,0,1,30012,30021,,1,0088,1,0,3,0,1,0,0,0,0,0,4,3,1,1,,,,,,,,1,1,0,9,0,2,1,1,1,1,2,1,4,2,4,2,1,1,4,1,4,2,4,1,4,2,4,2,4,2,2,16.00,1,1,1,3,,,2,,,14,0,50,50,2,,,16,1,20,150,2,,,5,0,10,50,2,,,120,2,0,350,14,1,2,1,4,2,2,1,3,4,2,4,1,2,1,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,,,,0,0,0,2,4,6,0,14.00,3,0,14.00,3,0,1.00,3,0,2.00,2,0,14.00,3,1,,,14,,,0,14.00,2,4,,,0,14.00,2,0,14.00,2,2,4,6,7,0,12.00,2,0,14.00,2,0,14.00,2,2,16.00,3,2,12.00,3,2,1.00,1,1,,,1,,,2,1.00,1,2,15.00,2
62773,64,KALIMANTAN TIMUR,72,SAMARINDA,022,SAMBUTAN,003,MAKROMAN,1,3,5,8,2,4,6,1,11,16,2,0,0,0,0,0,0,1,30012,60001,70025,1,0088,3,1,1,0,2,2,2,0,0,0,4,3,1,1,,,,,,,,1,1,0,11,0,4,1,1,1,1,1,1,4,2,4,2,1,1,4,1,4,2,4,1,4,1,1,1,4,2,2,14.60,1,1,1,3,,,2,,,7,0,40,50,2,,,14,1,0,100,2,,,14,0,0,100,2,,,54,1,30,300,2339,1,1,3,3,2,1,1,1,4,1,2,1,2,1,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,,,,0,0,0,2,4,6,0,13.50,2,0,12.00,2,1,,,0,13.50,3,3,,,45,,,4,,,12,,,4,,,0,14.00,3,0,14.00,3,2,4,6,8,0,6.80,2,0,7.10,2,0,14.00,3,2,14.00,3,1,,,1,,,1,,,1,,,1,,,2,14.00,3
62774,64,KALIMANTAN TIMUR,72,SAMARINDA,022,SAMBUTAN,004,SAMBUTAN,1,3,5,7,1,4,6,1,11,15,1,0,0,0,0,0,0,1,30012,60001,60369,1,0385,0,0,0,0,0,0,0,0,4,0,4,3,1,1,,,,,,,,1,1,0,5,0,2,1,1,3,1,1,1,4,1,4,1,2,1,1,1,4,2,4,1,1,1,1,1,4,2,2,8.00,1,1,1,1,1,1,2,,,3,0,5,20,2,,,8,0,15,70,2,,,8,0,15,70,2,,,42,1,5,280,778,1,1,4,3,2,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,,,,0,0,0,2,4,6,0,4.20,2,0,4.20,2,0,4.20,2,0,4.20,2,2,,,212,,,2,,,0,4.80,1,22,,,0,5.40,2,0,5.40,2,2,4,6,8,1,,,1,,,0,5.40,2,2,4.20,2,1,,,1,,,1,,,1,,,1,,,2,4.20,2
62775,64,KALIMANTAN TIMUR,72,SAMARINDA,022,SAMBUTAN,005,SUNGAI KAPIH,1,3,5,7,2,4,6,1,7,10,1,0,0,0,0,0,0,1,60001,60369,70025,1,0385,0,0,2,0,0,1,0,0,1,0,4,2,1,1,,,,,,,,1,1,0,4,0,1,1,1,1,1,1,1,4,2,4,1,1,1,4,1,4,2,4,1,4,2,1,1,4,2,2,8.00,1,1,1,3,,,2,,,5,0,10,50,2,,,8,0,30,100,2,,,7,0,35,110,2,,,43,1,10,280,1148,1,1,3,3,1,2,1,1,4,1,1,1,2,1,2,1,2,1,1,1,1,1,0,0,0,0,1,0,2,2,0,1,0,1,3,0,,,,0,0,0,2,4,6,0,6.00,2,0,6.00,2,0,6.00,2,1,,,1,,,200,,,1,,,0,5.00,1,100,,,0,7.80,3,0,7.80,3,1,4,6,7,0,4.00,2,0,4.80,2,0,7.80,3,2,7.80,3,2,4.00,2,1,,,1,,,1,,,1,,,2,7.80,3
62776,64,KALIMANTAN TIMUR,72,SAMARINDA,030,SAMARINDA SEBERANG,001,MESJID,1,3,5,8,2,4,6,1,3,5,0,0,0,0,0,0,0,1,70025,70085,60001,1,1167,0,0,0,6,2,0,0,0,0,0,1,3,1,1,,,,,,,,1,1,0,0,0,0,4,2,1,1,1,1,4,2,4,2,1,1,4,2,4,2,4,2,4,2,1,1,4,2,2,2.00,1,1,1,2,1,1,3,3,1,2,0,10,5,3,3,2,12,0,35,50,3,3,2,7,0,20,30,2,,,36,1,5,150,0,1,1,1,4,2,1,1,1,4,2,4,1,2,1,2,1,2,1,1,1,1,1,0,0,0,10,0,100,100,50,0,0,0,2,3,0,,,,0,1,0,2,4,6,0,4.00,2,0,2.20,2,1,,,1,,,0,1.00,2,25,,,42,,,0,3.50,2,70,,,0,4.00,2,0,2.00,2,2,4,6,8,0,1.00,2,0,5.00,2,0,2.00,2,2,12.00,2,1,,,2,1.00,2,1,,,1,,,2,5.00,2,2,29.00,2
62777,64,KALIMANTAN TIMUR,72,SAMARINDA,030,SAMARINDA SEBERANG,002,BAQA,1,3,5,8,2,4,6,1,6,3,0,0,0,0,0,0,0,1,70025,60001,30012,1,1167,3,0,2,3,2,2,0,0,0,0,4,3,1,1,,MAPANGOLOH,,,MAPPACCI,,,2,1,0,0,0,1,4,2,1,1,1,1,4,2,4,2,1,1,4,2,4,2,4,2,4,2,4,2,4,2,1,,1,1,1,2,1,1,3,3,1,1,0,5,5,3,3,2,12,0,30,50,3,3,2,15,0,30,30,2,,,34,1,0,150,0,1,1,4,4,2,1,1,1,1,2,1,1,2,1,2,1,2,1,1,1,1,1,0,0,0,11,0,0,9,52,1,0,0,2,3,0,,,,0,1,0,2,4,6,0,3.00,2,1,,,0,2.30,2,1,,,2,,,20,,,88,,,2,,,157,,,0,2.00,2,2,,,2,4,6,8,2,,,0,3.00,2,1,,,2,10.00,2,1,,,1,,,1,,,1,,,2,4.00,2,2,11.00,2
