Shape,R101,R101N,R102,R102N,R103,R103N,R104,R104N,R1301A,R1301B1K2,R1301B1K3,R1301B1K4,R1301B1K5,R1301B2K2,R1301B2K3,R1301B2K4,R1301B2K5,R1301B3K2,R1301B3K3,R1301B3K4,R1301B3K5,R1301B4K2,R1301B4K3,R1301B4K4,R1301B4K5,R1301B5K2,R1301B5K3,R1301B5K4,R1301B5K5,R1301B6K2,R1301B6K3,R1301B6K4,R1301B6K5,R1301B7K2,R1301B7K3,R1301B7K4,R1301B7K5,R1302A,R1302B,R1303A01K3,R1303A01K4,R1303A02K3,R1303A02K4,R1303A03K3,R1303A03K4,R1303A04K3,R1303A04K4,R1303A05K3,R1303A05K4,R1303A06K3,R1303A06K4,R1303A07K3,R1303A07K4,R1303A08K3,R1303A08K4,R1303A09K3,R1303A09K4,R1303A10K3,R1303A10K4,R1303A11K3,R1303A11K4,R1303B,R1304A,R1304B,R1304C,R1304D,R1304E,R1305,R1306A,R1306B1,R1306B2,R1306C1,R1306C2,R1307,R1308A,R1308B,R1309,R1403A,R1403B,R1404B,R1404C,R1404D,R1404E,R1405A1,R1405A2K1,R1405A2K2,R1405B,R1405C,R1405D,R1406A,R1406B,R1407,R1601A1K2,R1601A1K3,R1601A1K4,R1601A1K5,R1601A2K2,R1601A2K3,R1601A2K4,R1601A2K5,R1601A3K2,R1601A3K3,R1601A3K4,R1601A3K5,R1601A4K2,R1601A4K3,R1601A4K4,R1601A4K5,R1601A5K2,R1601A5K3,R1601A5K4,R1601A5K5,R1601A6K2,R1601A6K3,R1601A6K4,R1601A6K5,R1601A7K2,R1601A7K3,R1601A7K4,R1601A7K5,R1601A8K2,R1601A8K3,R1601A8K4,R1601A8K5,R1601A9K2,R1601A9K3,R1601A9K4,R1601A9K5,R1601A10K2,R1601A10K3,R1601A10K4,R1601A10K5,R1601B1K2,R1601B1K3,R1601B1K4,R1601B1K5,R1601B2K2,R1601B2K3,R1601B2K4,R1601B2K5,R1601B3K2,R1601B3K3,R1601B3K4,R1601B3K5,R1601B4K2,R1601B4K3,R1601B4K4,R1601B4K5,R1601B5K2,R1601B5K3,R1601B5K4,R1601B5K5,R1601B6K2,R1601B6K3,R1601B6K4,R1601B6K5,R1601B7K2,R1601B7K3,R1601B7K4,R1601B7K5,R1601B8K2,R1601B8K3,R1601B8K4,R1601B8K5,R1601B9K2,R1601B9K3,R1601B9K4,R1601B9K5,R1601B10K2,R1601B10K3,R1601B10K4,R1601B10K5,R1701AK2,R1701AK3,R1701AK4,R1701AK5,R1701BK2,R1701BK3,R1701BK4,R1701BK5,R1702A,R1702B,R1702C,R1702D
62208,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,070,MUARA WIS,007,MUARA ENGGELAM,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,4,6,7,2,3,2,,,30.00,3,0,2,4,2,3,3,2,1,1,2,1,2016,2022,3,1,11,2,4,1,1,1,8,8,2,,,,2,,,,2,,,,1,1,8,8,2,,,,2,,,,2,,,,2,,,,1,1,8,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,60,1,5,1,46,1,5,2,4,4,3
62209,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,080,KOTABANGUN,001,KOTA BANGUN III,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,7,2,4,6,7,2,7,2,,,5.00,2,0,2,4,2,1,1,1,1,1,2,1,2015,2019,3,4,3,2,4,1,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,4,32,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,38,1,5,1,54,1,5,5,3,26,7
62210,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,080,KOTABANGUN,002,KOTA BANGUN II,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,4,6,7,2,20,1,1,0,,,0,2,4,2,1,1,2,1,1,2,1,2015,2020,3,5,5,2,4,1,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,16,8,1,1,1,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,4,8,1,36,1,5,1,33,1,5,5,6,23,20
62211,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,080,KOTABANGUN,003,KOTA BANGUN I,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,4,6,7,2,12,2,,,5.00,2,0,2,4,2,1,1,2,1,1,2,1,2015,2020,3,2,2,2,4,1,2,,,,2,,,,2,,,,1,1,8,8,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,8,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,50,2,7,1,37,1,5,5,3,14,12
62212,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,080,KOTABANGUN,004,WONOSARI,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,4,6,7,2,6,2,,,4.00,2,0,2,4,2,1,1,2,1,3,2,1,2016,2022,3,7,5,2,4,1,2,,,,2,,,,2,,,,1,1,2,8,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,2,8,1,1,2,8,2,,,,2,,,,2,,,,1,1,2,8,2,,,,2,,,,2,,,,1,1,2,8,2,,,,1,40,1,5,1,41,1,5,4,2,1,10
62213,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,080,KOTABANGUN,005,KEDANG IPIL,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,4,6,8,2,10,2,,,48.00,2,2,2,4,2,2,2,1,1,3,2,1,2014,2019,3,2,1,2,4,1,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,32,8,2,,,,1,1,32,8,1,1,32,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,32,8,1,1,32,8,2,,,,1,35,1,5,1,36,1,8,11,3,14,11
62214,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,080,KOTABANGUN,006,BENUA BARU,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,4,6,8,2,10,2,,,51.00,3,0,2,4,2,2,2,1,1,3,2,1,2014,2019,3,3,1,2,4,1,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,32,8,2,,,,1,1,32,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,32,8,1,1,32,8,1,1,4,8,1,33,1,7,1,48,1,5,7,2,3,7
62215,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,080,KOTABANGUN,007,SEDULANG,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,4,6,8,2,10,2,,,40.00,2,0,2,4,2,3,2,1,1,3,2,1,2014,2019,3,3,2,2,4,1,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,32,8,2,,,,2,,,,1,1,32,8,1,1,32,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,32,8,2,,,,2,,,,1,42,1,5,1,44,1,5,7,2,2,11
62216,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,080,KOTABANGUN,008,SUKABUMI,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,4,6,7,2,21,2,,,35.00,2,0,2,4,2,1,1,2,1,1,2,1,2017,2022,3,4,2,2,4,1,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,2,8,2,,,,1,1,2,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,4,4,2,,,,1,8,2,8,1,34,1,5,1,48,1,5,5,3,8,21
62217,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,080,KOTABANGUN,009,SARINADI,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,3,6,7,2,14,2,,,40.00,2,0,2,4,2,1,1,2,1,1,2,1,2017,2022,3,3,2,2,4,1,2,,,,2,,,,2,,,,1,1,4,8,1,1,4,8,2,,,,2,,,,2,,,,2,,,,1,1,4,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,4,8,1,50,1,5,2,,,,4,5,2,10
62218,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,080,KOTABANGUN,010,SUMBER SARI,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,4,6,7,2,11,2,,,20.00,2,0,2,4,2,1,1,2,1,1,2,2,,,3,2,3,2,4,1,2,,,,2,,,,2,,,,2,,,,1,1,2,8,2,,,,2,,,,2,,,,2,,,,1,1,2,8,1,1,2,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,2,4,2,,,,2,,,,1,33,1,5,5,3,16,11
62219,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,080,KOTABANGUN,011,KOTA BANGUN ULU,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,1,1,1,1,2,,2,,1,2,2,,2,,2,,2,,7,2,4,5,8,2,10,1,1,0,,,0,2,4,2,3,3,1,1,1,2,1,2014,2019,3,1,1,2,4,1,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,32,8,1,1,32,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,32,8,1,1,32,8,2,,,,1,53,1,7,1,54,1,5,9,3,23,7
62220,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,080,KOTABANGUN,012,LOLENG,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,4,5,7,2,10,2,,,19.00,2,0,2,4,2,3,1,1,1,3,1,1,2014,2019,3,3,1,2,4,1,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,4,8,1,1,32,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,32,8,1,1,32,8,1,34,1,5,1,29,1,5,4,3,12,10
62221,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,080,KOTABANGUN,013,LIANG ILIR,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,7,2,3,6,7,1,12,2,,,7.50,2,0,2,4,2,1,1,2,1,3,1,1,2017,2022,3,4,5,1,4,1,1,1,8,8,2,,,,2,,,,2,,,,1,1,8,8,2,,,,1,1,8,8,2,,,,1,1,8,8,1,1,8,8,1,1,8,8,1,1,8,8,2,,,,2,,,,2,,,,1,1,8,8,2,,,,1,1,8,8,1,1,8,8,2,,,,1,45,1,5,1,40,1,7,3,3,14,12
62222,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,080,KOTABANGUN,014,KOTA BANGUN ILIR,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,2,,2,,2,,2,,1,2,2,,2,,2,,2,,7,2,4,5,7,2,10,2,,,20.00,2,0,2,4,2,3,1,1,1,3,2,1,2016,2022,3,4,4,2,4,1,1,1,32,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,32,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,50,1,6,1,31,1,7,13,0,14,10
62223,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,080,KOTABANGUN,015,PELA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,2,,2,,2,,2,,1,2,2,,2,,2,,2,,7,2,4,5,7,1,10,2,,,25.00,2,0,2,4,2,1,1,1,1,3,1,1,2014,2019,3,4,2,1,3,1,1,1,32,8,2,,,,2,,,,2,,,,1,1,32,8,1,1,32,8,2,,,,1,1,32,8,1,1,32,8,1,1,32,8,1,1,32,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,32,8,1,1,32,8,1,1,32,8,1,52,1,5,1,43,1,5,2,2,6,7
62224,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,080,KOTABANGUN,016,MUHURAN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,3,2,3,5,7,1,12,2,,,16.00,2,0,2,4,2,1,1,1,2,3,1,1,2017,2022,3,5,2,1,4,1,2,,,,2,,,,2,,,,2,,,,1,1,32,8,2,,,,1,1,32,8,2,,,,2,,,,1,1,32,8,1,1,32,8,2,,,,1,1,32,8,2,,,,1,1,32,8,1,1,32,8,1,1,32,8,1,1,32,8,1,1,32,8,2,,,,1,43,1,5,1,46,1,5,2,3,5,19
62225,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,080,KOTABANGUN,017,KOTA BANGUN SEBERANG,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,1,2,2,,2,,2,,1,2,2,,2,,2,,2,,7,2,4,6,7,1,14,2,,,15.00,2,0,2,4,2,1,1,1,1,1,1,1,2017,2022,3,11,2,1,4,1,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,32,8,2,,,,2,,,,2,,,,1,1,32,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,8,32,8,1,40,1,5,1,53,1,5,2,3,15,10
62226,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,080,KOTABANGUN,018,KEDANG MURUNG,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,4,5,7,1,21,2,,,3.50,2,0,2,4,2,1,1,1,1,3,2,1,2017,2022,3,1,1,1,4,1,1,1,32,8,2,,,,2,,,,2,,,,1,1,32,8,2,,,,2,,,,2,,,,2,,,,1,1,32,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,49,1,5,1,49,1,5,3,3,15,17
62227,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,080,KOTABANGUN,019,LIANG ULU,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,2,,2,,2,,2,,1,2,1,1,2,,2,,2,,7,2,4,6,8,2,11,2,,,5.00,2,0,2,4,2,2,2,1,1,3,2,1,2017,2022,3,3,2,2,4,1,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,32,8,1,1,32,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,32,8,1,1,32,8,1,1,32,8,1,45,1,5,1,41,1,5,13,0,13,13
62228,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,080,KOTABANGUN,020,SEBELIMBINGAN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,1,2,2,,2,,2,,1,2,2,,2,,2,,2,,7,1,4,6,7,1,6,2,,,26.00,2,0,2,4,2,1,1,2,1,3,1,1,2017,2019,3,2,3,1,3,1,1,1,32,8,2,,,,2,,,,1,1,32,8,1,1,32,8,2,,,,2,,,,2,,,,1,1,32,8,1,1,32,8,1,1,32,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,35,1,5,2,3,5,10
62229,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,080,KOTABANGUN,021,SANGKULIMAN,1,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,2,1,64,1,1,1,1,2,,2,,2,,2,,2,,1,2,2,,2,,2,,2,,7,2,3,6,7,1,10,2,,,9.00,2,0,2,4,2,1,1,1,1,1,1,1,2017,2022,3,3,2,1,4,1,2,,,,2,,,,2,,,,2,,,,1,1,32,8,2,,,,2,,,,2,,,,2,,,,1,1,32,8,1,1,32,8,2,,,,2,,,,2,,,,1,1,32,8,2,,,,2,,,,1,1,32,8,1,1,32,8,2,,,,1,45,1,5,1,31,1,5,2,3,8,18
62230,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,090,TENGGARONG,001,JAHAB,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,,2,,2,,2,,2,,2,,1,2,2,,2,,2,,8,1,3,6,8,1,10,2,,,8.00,2,0,2,4,2,,,,,,,,,,,,,,,,1,9,24,8,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,16,2,2,,,,2,,,,2,,,,1,9,32,8,1,1,36,1,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,,,,,1,53,1,8,1,25,1,7,5,16,21,20
62231,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,090,TENGGARONG,002,BUKIT BIRU,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,1,4,6,7,1,10,2,,,3.00,2,0,2,4,2,,,,,,,,,,,,,,,,1,9,20,8,2,,,,2,,,,2,,,,1,9,32,32,2,,,,1,9,16,2,2,,,,2,,,,2,,,,1,9,40,8,1,1,40,1,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,,,,,1,52,1,7,1,42,1,7,6,3,24,39
62232,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,090,TENGGARONG,003,TIMBAU,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,4,6,7,1,10,1,2,0,,,0,2,4,2,,,,,,,,,,,,,,,,2,,,,2,,,,2,,,,2,,,,1,8,32,8,2,,,,1,1,16,4,2,,,,2,,,,1,1,16,32,2,,,,1,1,32,1,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,,,,,1,44,1,7,1,46,1,8,9,3,36,45
62233,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,090,TENGGARONG,004,MELAYU,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,,2,,2,,2,,2,,1,2,2,,2,,2,,2,,1,1,4,6,8,1,10,1,3,0,,,0,1,3,2,,,,,,,,,,,,,,,,1,1,16,8,2,,,,1,13,48,40,1,13,48,8,1,13,36,8,1,13,5,8,1,13,36,2,2,,,,2,,,,2,,,,1,13,44,8,1,13,32,1,2,,,,2,,,,2,,,,2,,,,1,13,56,8,2,,,,2,,,,,,,,1,59,1,8,1,39,1,8,17,3,46,32
62234,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,090,TENGGARONG,005,LOA IPUH,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,,1,2,2,,2,,2,,1,2,2,,2,,2,,2,,1,1,4,6,7,1,10,2,,,3.00,2,0,2,4,2,,,,,,,,,,,,,,,,1,9,20,8,2,,,,2,,,,2,,,,1,9,48,8,2,,,,2,,,,2,,,,1,1,32,8,2,,,,1,9,48,9,1,1,48,1,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,,,,,1,46,2,7,1,32,2,7,4,2,77,45
62235,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,090,TENGGARONG,006,MALUHU,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,4,6,7,1,36,2,,,4.00,2,0,2,4,2,,,,,,,,,,,,,,,,1,9,32,8,2,,,,2,,,,1,9,32,8,1,9,32,8,2,,,,1,9,4,2,2,,,,2,,,,2,,,,1,1,4,8,1,1,32,1,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,,,,,1,58,1,7,1,48,2,7,5,3,23,25
62236,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,090,TENGGARONG,007,PANJI,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,3,5,7,1,10,2,,,3.00,1,0,2,4,2,,,,,,,,,,,,,,,,1,1,16,8,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,16,2,2,,,,2,,,,1,1,16,32,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,,,,,1,53,2,7,1,55,2,7,26,3,19,10
62237,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,090,TENGGARONG,008,SUKARAME,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,1,3,5,7,1,10,1,1,0,,,0,2,4,2,,,,,,,,,,,,,,,,1,1,16,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,16,32,1,1,16,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,,,,,1,50,1,8,1,55,1,5,25,3,13,30
62238,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,090,TENGGARONG,009,BARU,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,1,1,3,5,7,1,10,1,0,1,,,0,2,4,2,,,,,,,,,,,,,,,,1,1,16,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,,,,,1,54,1,7,1,52,1,7,25,3,16,33
62239,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,090,TENGGARONG,010,MANGKURAWANG,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,3,5,7,1,10,2,,,2.00,1,0,2,4,2,,,,,,,,,,,,,,,,1,1,16,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,,,,,1,50,1,5,1,53,2,8,2,3,20,17
62240,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,090,TENGGARONG,011,LOA TEBU,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,3,5,7,1,10,2,,,6.00,1,1,2,4,2,,,,,,,,,,,,,,,,1,1,16,8,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,32,8,2,,,,2,,,,1,1,16,32,1,1,32,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,,,,,1,53,1,7,2,,,,30,3,21,29
62241,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,090,TENGGARONG,012,RAPAK LAMBUR,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,1,3,5,7,1,10,2,,,8.00,2,0,2,4,2,1,1,2,1,1,1,1,2017,2023,3,4,6,1,3,1,2,,,,2,,,,2,,,,1,2,5,8,2,,,,2,,,,2,,,,2,,,,2,,,,1,2,5,6,1,1,6,6,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,6,6,2,,,,2,,,,1,48,1,5,1,53,1,7,3,6,15,17
62242,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,090,TENGGARONG,013,LOA IPUH DARAT,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,,1,2,2,,2,,2,,1,3,1,3,2,,2,,2,,1,1,4,6,8,1,10,1,0,1,,,1,2,4,1,,,,,,,,,,,,,,,,1,9,16,8,2,,,,2,,,,1,8,32,8,1,9,48,8,2,,,,1,8,16,2,2,,,,1,9,4,8,2,,,,1,9,48,13,1,1,48,1,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,,,,,1,49,1,8,1,32,1,7,7,3,11,43
62243,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,090,TENGGARONG,014,BENDANG RAYA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,1,1,3,5,7,1,10,2,,,7.00,1,0,2,4,2,3,1,1,1,2,1,1,2012,2018,3,4,0,1,4,3,1,1,4,8,2,,,,2,,,,2,,,,1,1,4,8,2,,,,2,,,,2,,,,2,,,,1,1,4,8,1,1,4,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,4,8,1,1,4,8,2,,,,2,,,,1,41,1,7,7,4,10,10
62244,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,100,SEBULU,001,SELERONG,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,4,5,8,2,10,2,,,40.00,3,0,2,4,2,3,1,1,1,3,2,1,2017,2022,3,5,5,2,4,1,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,4,4,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,47,1,5,1,27,1,5,7,4,13,10
62245,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,100,SEBULU,002,TANJUNG HARAPAN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,,2,,2,,2,,2,,1,2,2,,2,,2,,2,,1,2,3,6,7,1,9,2,,,18.00,3,0,2,4,2,2,1,1,1,3,1,1,2014,2019,3,3,1,1,4,1,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,16,8,1,46,1,5,1,34,1,7,7,4,9,21
62246,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,100,SEBULU,003,BELORO,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,1,4,6,7,1,10,2,,,13.00,2,0,2,4,2,1,1,1,1,1,2,1,2017,2022,3,1,1,1,3,1,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,40,1,5,1,48,1,7,1,4,12,52
62247,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,100,SEBULU,004,SEBULU ULU,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,7,2,4,6,7,1,10,2,,,2.00,1,0,2,4,2,1,1,1,1,3,1,1,2013,2018,3,4,4,1,3,1,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,51,1,5,1,47,1,5,8,5,15,10
