Shape,R101,R101N,R102,R102N,R103,R103N,R104,R104N,R1301A,R1301B1K2,R1301B1K3,R1301B1K4,R1301B1K5,R1301B2K2,R1301B2K3,R1301B2K4,R1301B2K5,R1301B3K2,R1301B3K3,R1301B3K4,R1301B3K5,R1301B4K2,R1301B4K3,R1301B4K4,R1301B4K5,R1301B5K2,R1301B5K3,R1301B5K4,R1301B5K5,R1301B6K2,R1301B6K3,R1301B6K4,R1301B6K5,R1301B7K2,R1301B7K3,R1301B7K4,R1301B7K5,R1302A,R1302B,R1303A01K3,R1303A01K4,R1303A02K3,R1303A02K4,R1303A03K3,R1303A03K4,R1303A04K3,R1303A04K4,R1303A05K3,R1303A05K4,R1303A06K3,R1303A06K4,R1303A07K3,R1303A07K4,R1303A08K3,R1303A08K4,R1303A09K3,R1303A09K4,R1303A10K3,R1303A10K4,R1303A11K3,R1303A11K4,R1303B,R1304A,R1304B,R1304C,R1304D,R1304E,R1305,R1306A,R1306B1,R1306B2,R1306C1,R1306C2,R1307,R1308A,R1308B,R1309,R1403A,R1403B,R1404B,R1404C,R1404D,R1404E,R1405A1,R1405A2K1,R1405A2K2,R1405B,R1405C,R1405D,R1406A,R1406B,R1407,R1601A1K2,R1601A1K3,R1601A1K4,R1601A1K5,R1601A2K2,R1601A2K3,R1601A2K4,R1601A2K5,R1601A3K2,R1601A3K3,R1601A3K4,R1601A3K5,R1601A4K2,R1601A4K3,R1601A4K4,R1601A4K5,R1601A5K2,R1601A5K3,R1601A5K4,R1601A5K5,R1601A6K2,R1601A6K3,R1601A6K4,R1601A6K5,R1601A7K2,R1601A7K3,R1601A7K4,R1601A7K5,R1601A8K2,R1601A8K3,R1601A8K4,R1601A8K5,R1601A9K2,R1601A9K3,R1601A9K4,R1601A9K5,R1601A10K2,R1601A10K3,R1601A10K4,R1601A10K5,R1601B1K2,R1601B1K3,R1601B1K4,R1601B1K5,R1601B2K2,R1601B2K3,R1601B2K4,R1601B2K5,R1601B3K2,R1601B3K3,R1601B3K4,R1601B3K5,R1601B4K2,R1601B4K3,R1601B4K4,R1601B4K5,R1601B5K2,R1601B5K3,R1601B5K4,R1601B5K5,R1601B6K2,R1601B6K3,R1601B6K4,R1601B6K5,R1601B7K2,R1601B7K3,R1601B7K4,R1601B7K5,R1601B8K2,R1601B8K3,R1601B8K4,R1601B8K5,R1601B9K2,R1601B9K3,R1601B9K4,R1601B9K5,R1601B10K2,R1601B10K3,R1601B10K4,R1601B10K5,R1701AK2,R1701AK3,R1701AK4,R1701AK5,R1701BK2,R1701BK3,R1701BK4,R1701BK5,R1702A,R1702B,R1702C,R1702D
62170,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,040,LOA JANAN,005,LOA DURI ULU,1,1,2,1,2,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,7,1,1,2,,2,,1,1,2,,2,,1,2,1,2,2,,2,,2,,7,1,3,5,7,2,10,1,1,0,,,0,2,4,2,1,1,2,1,3,2,1,2014,2019,3,1,5,2,3,1,2,,,,2,,,,2,,,,1,12,16,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,4,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,8,16,8,1,8,16,8,1,1,32,32,1,45,1,7,1,44,2,6,7,6,23,10
62171,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,040,LOA JANAN,006,BAKUNGAN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,1,1,3,6,7,1,10,2,,,5.00,2,0,2,4,2,1,1,2,1,3,2,1,2014,2019,3,6,3,2,3,1,1,1,16,8,2,,,,2,,,,2,,,,2,,,,1,8,16,8,2,,,,2,,,,1,8,16,8,1,8,16,8,1,8,16,8,1,8,16,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,2,4,8,1,10,8,8,1,73,1,7,1,53,1,5,1,5,31,15
62172,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,040,LOA JANAN,007,LOA DURI ILIR,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,2,,1,1,2,,2,,1,3,1,1,2,,2,,2,,7,1,3,5,7,1,10,2,,,2.00,2,0,2,4,2,1,1,2,1,3,2,1,2015,2019,3,4,5,1,3,1,1,8,16,8,2,,,,2,,,,2,,,,2,,,,2,,,,1,8,16,8,2,,,,2,,,,2,,,,1,8,16,8,1,8,16,8,2,,,,2,,,,2,,,,2,,,,1,2,32,8,1,2,32,8,1,1,32,8,2,,,,1,52,1,5,1,33,1,7,1,6,32,13
62173,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,040,LOA JANAN,008,TANI HARAPAN,1,2,2,2,64,2,2,2,64,0,,,,0,,,,0,,,,0,,,,0,,,,1,7,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,3,5,7,1,8,2,,,15.00,2,0,2,4,2,1,1,1,1,3,2,1,2016,2022,3,3,2,2,4,1,2,,,,2,,,,2,,,,1,8,16,8,1,8,16,8,2,,,,1,8,16,8,2,,,,2,,,,1,2,32,40,1,8,16,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,2,32,8,1,2,32,32,1,2,32,32,1,35,1,6,1,57,1,5,2,6,18,7
62174,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,050,LOA KULU,001,JONGGON DESA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,4,6,8,2,10,2,,,70.00,3,0,2,4,2,3,1,1,1,3,2,1,2017,2019,3,0,0,2,4,3,1,1,32,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,32,8,2,,,,1,1,32,8,1,1,32,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,32,8,1,46,1,5,1,46,1,5,2,4,24,10
62175,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,050,LOA KULU,002,SUNGAI PAYANG,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,4,6,8,2,1,2,,,18.00,2,0,2,4,2,3,2,1,1,3,1,1,2016,2021,3,1,1,2,4,1,1,8,32,8,2,,,,2,,,,1,8,32,8,1,8,32,8,2,,,,1,8,32,8,2,,,,2,,,,1,8,32,8,1,8,32,8,2,,,,1,8,32,8,2,,,,2,,,,2,,,,2,,,,2,,,,1,8,32,8,1,8,32,8,1,51,1,7,1,49,1,7,2,6,25,1
62176,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,050,LOA KULU,003,JEMBAYAN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,4,6,8,2,20,2,,,3.00,2,0,2,4,2,3,2,2,1,3,2,1,2017,2019,3,0,0,2,4,1,1,1,32,8,2,,,,2,,,,1,1,32,8,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,32,8,1,1,32,8,1,1,32,8,1,1,32,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,32,8,1,50,1,7,1,49,1,5,2,6,26,10
62177,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,050,LOA KULU,004,PONORAGAN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,1,1,3,6,7,1,6,2,,,2.00,2,0,2,4,2,3,2,1,1,3,2,1,2012,2019,3,4,5,1,4,1,1,8,12,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,12,8,1,1,32,8,1,1,32,8,1,1,3,8,2,,,,2,,,,1,1,32,8,2,,,,1,1,32,8,1,1,32,8,1,1,3,8,1,53,1,7,1,43,2,7,1,5,10,6
62178,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,050,LOA KULU,005,LOH SUMBER,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,4,6,7,1,9,2,,,5.00,1,0,2,4,2,1,1,1,1,3,2,1,2013,2019,3,4,4,2,4,3,1,1,8,8,2,,,,2,,,,1,1,8,8,1,1,32,4,2,,,,1,1,32,4,2,,,,2,,,,1,1,32,32,1,1,32,4,2,,,,1,1,3,32,2,,,,2,,,,1,1,32,8,2,,,,1,1,32,3,1,1,32,32,2,,,,1,58,1,7,1,35,2,5,2,6,11,8
62179,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,050,LOA KULU,006,LOA KULU KOTA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,1,1,3,6,7,1,28,1,1,0,,,0,2,4,2,1,1,2,1,3,1,1,2013,2018,3,4,2,2,4,1,1,1,8,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,8,8,2,,,,2,,,,2,,,,1,1,32,8,2,,,,2,,,,2,,,,1,1,32,8,2,,,,1,57,1,8,1,47,1,7,3,5,28,6
62180,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,050,LOA KULU,007,REMPANGA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,3,1,3,1,2,2,,2,,1,3,2,,2,,2,,2,,1,1,3,6,7,2,9,2,,,5.00,1,0,2,4,2,3,1,1,1,3,2,1,2013,2019,3,3,2,2,4,1,1,1,32,8,2,,,,1,8,32,32,2,,,,1,8,32,32,2,,,,2,,,,2,,,,2,,,,1,8,32,32,1,12,32,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,8,32,32,2,,,,1,56,1,5,1,42,1,5,7,3,10,4
62181,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,050,LOA KULU,008,JONGGON JAYA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,1,3,5,7,1,16,1,1,0,,,1,2,4,2,3,3,2,1,1,1,1,2014,2019,3,6,25,2,4,1,1,1,4,8,2,,,,2,,,,1,2,2,8,1,1,1,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,40,1,7,1,38,1,5,20,0,20,36
62182,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,050,LOA KULU,009,MARGAHAYU,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,3,5,7,1,35,2,,,30.00,1,1,2,4,2,3,3,1,1,1,2,1,2016,2022,3,0,0,2,4,1,1,2,1,8,2,,,,1,1,8,8,1,2,8,8,1,1,8,8,1,1,8,8,1,1,8,8,2,,,,2,,,,1,1,8,8,2,,,,2,,,,2,,,,2,,,,1,1,8,8,2,,,,2,,,,2,,,,2,,,,1,2,4,8,1,56,1,5,1,55,1,5,2,8,31,35
62183,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,050,LOA KULU,010,LUNG ANAI,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,1,4,5,8,1,5,2,,,28.00,2,0,2,4,2,3,3,2,1,3,2,1,2014,2019,3,3,3,2,4,3,1,8,16,8,2,,,,2,,,,1,8,16,8,1,8,32,8,2,,,,2,,,,2,,,,2,,,,1,8,32,8,1,8,32,8,2,,,,1,8,32,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,58,1,5,1,46,1,5,2,4,4,5
62184,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,050,LOA KULU,011,JEMBAYAN TENGAH,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,4,6,7,1,15,2,,,8.00,2,0,2,4,2,3,3,2,1,3,2,1,2017,2022,3,6,8,1,3,1,1,1,2,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,32,8,1,1,32,8,1,1,32,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,32,8,1,50,1,7,1,48,2,7,2,4,10,16
62185,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,050,LOA KULU,012,JEMBAYAN DALAM,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,1,4,5,8,1,6,2,,,14.00,2,0,2,4,2,1,1,2,1,3,1,1,2016,2022,3,3,2,2,3,1,1,3,4,8,1,3,4,8,2,,,,1,3,4,8,1,3,4,8,2,,,,2,,,,2,,,,2,,,,1,3,4,8,1,3,4,8,2,,,,2,,,,2,,,,1,3,4,8,2,,,,2,,,,1,3,4,8,1,3,4,8,1,3,4,8,1,45,1,4,1,37,1,5,8,4,11,1
62186,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,050,LOA KULU,013,SEPAKAT,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,,2,,2,,2,,1,3,1,3,2,,2,,2,,2,,1,1,3,6,7,2,2,2,,,6.00,1,0,2,4,2,3,2,2,1,3,2,1,2017,2019,3,0,0,2,4,1,1,1,32,8,2,,,,2,,,,1,1,32,8,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,32,8,1,1,32,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,32,8,1,1,32,8,1,55,1,7,1,40,1,7,2,4,6,3
62187,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,050,LOA KULU,014,JONGKANG,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,4,6,8,2,7,2,,,4.00,2,0,2,4,2,2,2,2,1,3,2,1,2017,2019,4,0,0,2,4,1,1,1,8,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,8,8,1,1,8,8,2,,,,1,1,8,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,8,8,2,,,,1,45,1,5,1,4,7,15
62188,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,050,LOA KULU,015,SUMBER SARI,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,,2,,1,2,2,,2,,1,3,2,,2,,2,,2,,1,1,3,5,7,1,28,2,,,7.50,2,0,2,4,2,1,1,2,1,3,2,1,2012,2018,3,20,6,1,3,1,1,1,16,8,2,,,,2,,,,1,12,16,8,1,1,8,8,2,,,,1,8,16,8,1,1,16,8,2,,,,2,,,,1,1,4,8,1,1,4,8,2,,,,2,,,,2,,,,1,1,4,8,1,8,4,32,1,1,8,8,1,1,32,4,1,14,3,8,1,50,1,7,1,34,1,5,1,7,13,31
62189,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,060,MUARA MUNTAI,001,PERIAN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,1,2,4,5,8,2,10,2,,,3.00,1,0,2,4,2,3,1,1,1,2,2,1,2017,2023,3,2,2,2,4,1,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,32,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,32,8,2,,,,1,41,1,4,1,34,1,5,6,4,7,2
62190,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,060,MUARA MUNTAI,002,MUARA LEKA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,4,6,8,1,10,1,1,0,,,0,2,4,2,1,1,1,1,1,2,1,2013,2019,3,3,2,1,3,1,2,,,,2,,,,1,1,32,8,2,,,,1,1,32,8,1,1,32,8,2,,,,2,,,,2,,,,1,1,32,32,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,49,1,5,1,32,1,5,5,4,12,11
62191,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,060,MUARA MUNTAI,003,MUARA ALOH,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,3,2,3,5,7,1,12,2,,,7.00,2,0,2,4,2,3,3,1,1,3,2,1,2016,2021,3,2,2,2,4,1,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,56,1,7,7,4,7,12
62192,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,060,MUARA MUNTAI,004,JANTUR,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,3,6,7,1,11,2,,,12.00,2,0,2,4,2,3,1,1,1,3,1,1,2015,2019,3,1,1,2,4,1,1,1,16,8,2,,,,1,1,32,8,2,,,,2,,,,1,1,16,8,2,,,,2,,,,2,,,,1,1,32,8,1,1,32,8,2,,,,2,,,,2,,,,1,1,32,8,2,,,,2,,,,2,,,,2,,,,2,,,,1,49,1,7,1,45,1,7,5,4,12,11
62193,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,060,MUARA MUNTAI,005,BATUQ,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,4,6,7,2,7,2,,,4.00,2,0,2,4,2,1,2,1,1,3,1,1,2014,2019,3,1,1,2,4,1,1,1,10,11,2,,,,2,,,,2,,,,1,1,10,11,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,8,1,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,51,2,5,1,54,1,5,2,4,5,27
62194,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,060,MUARA MUNTAI,006,REBAQ RINDING,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,4,6,7,1,10,2,,,1.00,1,0,2,4,2,3,1,1,1,3,2,1,2016,2022,3,1,0,2,4,2,1,1,32,8,1,1,32,8,2,,,,2,,,,2,,,,2,,,,1,1,32,8,2,,,,2,,,,1,1,32,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,32,32,1,47,1,5,1,49,1,5,7,4,5,11
62195,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,060,MUARA MUNTAI,007,MUARA MUNTAI ULU,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,1,3,2,,2,,2,,2,,7,1,3,6,7,1,10,1,1,0,,,0,2,4,2,1,1,1,1,3,2,1,2013,2019,3,2,5,2,4,1,2,,,,2,,,,1,1,4,8,2,,,,1,1,32,8,2,,,,1,1,32,8,2,,,,1,1,4,8,1,1,32,32,2,,,,2,,,,2,,,,2,,,,1,1,32,32,2,,,,1,1,32,8,2,,,,1,1,32,8,1,1,32,8,1,43,1,7,1,43,1,7,5,4,12,10
62196,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,060,MUARA MUNTAI,008,MUARA MUNTAI ILIR,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,1,4,6,7,2,10,2,,,1.00,1,0,2,4,2,1,1,1,1,3,2,1,2017,2022,3,0,0,2,4,1,1,1,15,15,2,,,,2,,,,2,,,,1,1,15,15,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,15,15,1,1,15,15,1,1,15,15,2,,,,1,1,15,15,2,,,,2,,,,1,1,15,15,2,,,,1,1,15,15,1,52,1,5,1,37,2,5,10,4,4,10
62197,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,060,MUARA MUNTAI,009,KAYU BATU,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,3,6,7,2,6,2,,,2.00,1,1,2,4,2,3,1,1,1,3,1,1,2012,2018,3,2,3,1,4,1,2,,,,1,1,32,8,1,1,32,8,2,,,,1,1,32,8,2,,,,2,,,,2,,,,2,,,,1,1,32,32,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,50,1,5,1,53,1,5,9,4,7,6
62198,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,060,MUARA MUNTAI,010,JANTUR SELATAN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,4,6,8,2,11,2,,,10.00,2,0,2,4,2,1,1,2,1,3,1,1,2014,2019,3,1,1,2,4,1,1,1,8,9,2,,,,2,,,,2,,,,1,1,8,11,2,,,,1,1,8,11,2,,,,2,,,,1,1,8,11,1,1,8,11,1,1,8,11,1,1,8,11,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,48,1,5,2,4,12,14
62199,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,060,MUARA MUNTAI,011,TANJUNG BATUQ HARAPAN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,4,6,7,2,6,2,,,8.00,2,0,2,4,2,1,1,2,1,3,2,1,2014,2018,3,1,1,2,4,1,1,1,8,8,2,,,,2,,,,2,,,,1,1,8,8,1,1,8,8,1,1,8,8,2,,,,2,,,,1,1,8,8,1,1,32,8,1,1,32,8,1,1,8,8,2,,,,2,,,,1,1,32,8,2,,,,2,,,,1,1,32,8,1,1,8,8,1,47,1,5,1,46,1,6,2,4,4,23
62200,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,060,MUARA MUNTAI,012,PULAU HARAPAN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,4,6,7,2,5,2,,,1.50,2,0,2,4,2,1,1,1,1,3,2,2,,,3,2,2,2,4,1,1,1,10,8,2,,,,2,,,,1,1,16,8,1,1,16,8,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,8,8,2,,,,1,1,8,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,48,1,6,2,5,7,6
62201,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,060,MUARA MUNTAI,013,JANTUR BARU,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,4,6,8,2,10,2,,,10.00,2,0,2,4,2,1,1,1,1,3,2,1,2014,2019,3,2,1,2,4,1,2,,,,2,,,,2,,,,2,,,,1,2,8,32,2,,,,2,,,,2,,,,2,,,,1,2,8,32,1,2,8,32,2,,,,2,,,,2,,,,2,,,,2,,,,1,2,8,32,2,,,,2,,,,2,,,,1,48,1,5,1,47,1,5,2,4,10,13
62202,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,070,MUARA WIS,001,LEBAK CILONG,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,3,6,7,2,6,1,1,0,,,0,2,4,1,3,3,1,1,3,2,1,2017,2022,3,10,5,2,4,1,1,1,8,8,2,,,,2,,,,1,4,8,8,2,,,,1,1,8,8,2,,,,2,,,,2,,,,1,1,8,8,1,1,8,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,8,8,2,,,,2,,,,1,28,1,7,1,29,1,5,2,4,10,4
62203,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,070,MUARA WIS,002,LEBAK MANTAN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,1,3,6,7,2,16,2,,,7.00,2,0,2,4,2,3,3,2,1,1,2,1,2014,2019,3,1,2,1,4,1,2,,,,2,,,,2,,,,1,1,8,8,1,1,8,8,2,,,,2,,,,2,,,,2,,,,1,1,8,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,47,1,4,1,51,1,4,2,4,11,6
62204,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,070,MUARA WIS,003,MUARA WIS,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,4,6,8,1,1,1,1,0,,,0,2,4,2,3,3,1,1,3,2,1,2016,2022,3,3,4,2,4,1,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,8,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,52,1,5,1,41,1,5,2,4,12,6
62205,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,070,MUARA WIS,004,SEBEMBAN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,4,6,8,2,10,2,,,5.00,2,0,2,4,2,3,3,1,1,3,2,1,2014,2020,3,9,6,2,4,2,2,,,,2,,,,2,,,,2,,,,1,1,8,8,2,,,,1,1,2,2,2,,,,2,,,,1,1,8,8,1,1,8,8,1,4,8,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,45,1,5,1,46,1,5,2,4,9,10
62206,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,070,MUARA WIS,005,MELINTANG,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,3,6,7,2,10,2,,,13.00,3,0,2,4,2,3,3,1,1,1,2,1,2016,2021,3,15,0,2,4,1,2,,,,2,,,,2,,,,2,,,,1,1,8,8,2,,,,2,,,,2,,,,2,,,,1,1,8,8,1,1,8,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,56,1,7,1,53,1,5,2,4,17,5
62207,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,070,MUARA WIS,006,ENGGELAM,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,4,6,7,2,10,2,,,50.00,4,0,2,4,2,3,3,1,1,2,2,2,,,3,3,1,1,4,1,1,1,8,8,1,1,8,8,2,,,,2,,,,1,1,8,8,2,,,,2,,,,2,,,,2,,,,1,1,8,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,40,1,5,2,4,7,11
