Shape,R101,R101N,R102,R102N,R103,R103N,R104,R104N,R301,R302A,R302B,R302C,R303,R304A,R304B,R304C,R305A1,R305B,R305C,R306A,R306B,R306C,R306D,R307A,R308A,R308B1A,R308B1B,R308B1C,R308B1D,R308B1E,R308B2,R308B3,R309A,R309B,R309C,R402A,R402B1,R402B2,R402C,R403A,R403B,R403C1,R403C2,R404A,R404B1,R404B2,R404C,R501A1,R501A2,R501B,R502A,R502B,R503A1,R503A2,R503A3,R503A4,R503A5,R503A6,R503B,R503C,R504A1,R504A2,R504A3,R504A4,R504A5,R504B,R504C,R505A,R505B,R506,R507A,R507B,R508A,R508B,R508C1,R508C2,R508C3,R509AK2,R509AK3,R509AK4,R509AK5,R509B1K2,R509B1K3,R509B1K4,R509B1K5,R509B2K2,R509B2K3,R509B2K4,R509B2K5,R509B3K2,R509B3K3,R509B3K4,R509B3K5,R509B4K2,R509B4K3,R509B4K4,R509B4K5,R509B5K2,R509B5K3,R509B5K4,R509B5K5,R509B6K2,R509B6K3,R509B6K4,R509B6K5,R509B7K2,R509B7K3,R509B7K4,R509B8K2,R509B8K3,R509B8K4,R509B8K5,R509B9K2,R509B9K4,R509B9K5,R509B10K2,R509B10K4,R509B10K5,R510B,R510C1,R510C2,R510C3,R510D1,R510D2A,R510D2B,R510D2C,R510D3,R511A,R511B,R512A,R512B1,R512B2,R512B3,R513AK2,R513AK3,R513ALK3,R513AK4,R513BK2,R513BK3,R513BLK3,R513BK4,R513CK2,R513CK3,R513CLK3,R513CK4,R514A,R514B,R515,R516
62287,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,130,MUARA BADAK,004,MUARA BADAK ILIR,1,1,11,15,1,1,2,14,1,3,2,1,1,1,1,1,1,1,3,6,8,2,1,1,3,,,3,,,2,1,14,1,1,2,,,,4750,38,0,1,1,2,3,5,8,1,4,2,2,1,4,5,8,2,1,1,1,1,3,2,2,2,,,,,1,2,2,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,,,,2,,,2,,,,2,,,2,,,1,5,500,750,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,2,2
62288,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,130,MUARA BADAK,005,TANJUNG LIMAU,1,1,11,4,1,1,2,17,1,3,2,1,1,1,1,1,1,1,3,6,7,2,1,1,3,,,2,,,2,1,5,2,2,2,,,,1177,200,0,2,1,2,3,6,8,2,4,2,,2,3,6,8,2,2,2,1,1,4,2,3,2,,,,,1,2,2,2,1,,,,1,,,,2,,,,1,,,,1,,,,1,,,,1,,,2,,,,2,,,2,,,1,4,50,50,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,1,1,1,1
62289,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,130,MUARA BADAK,006,TANAH DATAR,1,1,9,8,1,1,2,15,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,2,,,2,1,5,2,1,2,,,,843,0,0,1,1,2,3,5,7,2,4,2,,1,4,6,7,2,1,3,1,1,2,2,3,1,1,2,43,45,1,2,2,2,1,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,,2,,,2,,,1,1,20,22,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,2,2,1,1
62290,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,130,MUARA BADAK,007,BADAK BARU,1,1,11,4,1,1,2,30,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,1,50,0,2,2,,,,1,AMPLANG,TIDAK ADA,3,2417,0,0,1,1,2,3,5,8,2,4,2,,1,4,6,8,2,1,1,1,1,2,2,1,2,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,2,,,,2,,,,2,,,,2,,,,2,3,2,2
62291,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,130,MUARA BADAK,008,SUKA DAMAI,1,1,7,4,1,1,2,13,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,2,,,2,1,5,2,1,2,,,,289,86,0,2,1,2,3,5,8,2,4,2,,2,3,6,8,2,2,3,1,3,2,2,3,2,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,1,2
62292,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,130,MUARA BADAK,009,GAS ALAM BADAK SATU,1,1,11,5,1,1,2,28,1,3,2,1,1,1,1,1,1,1,3,6,8,1,2,,3,,,1,3,0,2,2,,,,2,,,,1379,3,0,1,1,2,3,5,8,2,4,2,,1,4,6,8,2,1,1,1,1,2,2,3,2,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,1,2,2
62293,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,130,MUARA BADAK,010,BATU-BATU,1,1,7,2,1,1,1,6,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,2,,,2,1,5,2,1,1,TIDAK ADA,KELAPA SAWIT,3,500,17,0,1,1,2,3,5,7,2,4,2,,1,3,6,8,2,2,1,1,1,4,2,1,2,,,,,1,2,2,2,1,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,,2,,,2,,,2,,,,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,1,2
62294,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,130,MUARA BADAK,011,BADAK MEKAR,1,1,7,4,1,1,2,13,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,1,1,0,2,1,5,2,1,2,,,,264,122,0,2,1,2,3,5,7,1,4,2,2,2,3,6,7,2,2,3,1,1,2,2,3,1,2,,,,1,2,2,2,1,,,,1,,,,1,,,,2,,,,2,,,,2,,,,2,,,2,,,,2,,,2,,,1,2,2,2,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,1,2
62295,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,130,MUARA BADAK,012,SALO CELLA,1,1,7,2,1,1,2,12,1,3,2,1,1,1,1,1,2,,,,,,,,2,3,3,3,,,2,1,5,2,1,1,TIDAK ADA,KELAPA SAWIT,3,646,5,4,2,2,2,3,6,8,1,4,2,2,2,3,6,8,2,2,3,1,1,4,2,6,1,2,,,,1,2,2,2,1,,,,2,,,,2,,,,2,,,,2,,,,1,,,,2,,,2,,,,2,,,2,,,1,3,11,11,1,1,4,6,3,3,0,2,,,,1,2,,1,1,2,,1,2,,,,3,3,1,1
62296,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,130,MUARA BADAK,013,SUNGAI BAWANG,1,1,8,3,1,1,1,5,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,3,,,2,1,1,3,2,1,BERAS,TIDAK ADA,3,256,110,0,2,1,2,3,6,8,1,4,2,2,2,3,6,7,2,2,3,1,1,2,2,3,2,,,,,2,2,2,1,,,,2,,,,2,,,,2,,,,1,,,,2,,,,2,,,,,,,2,,,2,,,2,,,,,,,,,,2,1,2,,,,2,,,,2,,,,2,,,,3,3,1,2
62153,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,020,MUARA JAWA,001,TELUK DALAM,2,1,5,1,1,1,1,7,1,3,2,1,2,1,1,1,2,,,,,,,,2,3,2,2,,,2,2,,,,1,KUE ILAT SAPI,TIDAK ADA,3,348,21,0,1,2,2,3,5,7,1,4,2,2,1,3,5,8,2,2,1,1,1,2,2,6,2,,,,,1,2,2,1,2,,,1,2,,,2,2,,,2,2,,,2,2,,,2,1,,,2,1,,,2,,,2,2,,2,2,,2,1,1,20,25,1,1,4,6,1,1,1,2,,,,1,2,,1,2,,,,2,,,,1,1,1,2
62154,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,020,MUARA JAWA,002,MUARA JAWA ILIR,2,1,5,1,1,1,1,17,1,3,2,1,2,1,1,1,2,,,,,,,,3,,,2,,,2,1,1,2,1,1,KERIPIK SALE,-,3,1012,0,0,1,2,2,3,5,7,1,4,3,2,1,3,6,8,2,1,1,1,1,2,2,1,2,,,,,1,2,2,2,1,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,,,2,,,,2,,,2,,,2,,,,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,1,1,1,1
62155,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,020,MUARA JAWA,003,MUARA JAWA TENGAH,2,1,5,1,1,1,1,17,1,3,2,1,2,1,1,1,2,,,,,,,,3,,,2,,,2,1,1,2,1,2,,,,2409,6,0,1,2,2,3,6,7,1,4,2,1,1,3,6,7,2,1,1,1,1,2,2,1,2,,,,,1,2,2,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,,2,,,2,,,2,,,,2,,,,,2,0,2,,,,2,,,,2,,,,2,,,,3,3,1,1
62156,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,020,MUARA JAWA,004,MUARA JAWA ULU,2,2,,,1,1,1,38,1,3,2,1,2,1,1,1,2,,,,,,,,3,,,1,10,0,2,2,,,,1,AMPLANG,TIDAK ADA,3,4361,0,0,1,2,2,3,5,7,1,4,2,2,1,3,6,8,2,1,1,1,1,2,2,1,2,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,1,1,1
62157,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,020,MUARA JAWA,005,DONDANG,2,1,5,1,1,1,1,13,1,3,2,1,2,1,1,1,2,,,,,,,,3,,,1,1,0,2,2,,,,2,,,,932,6,0,1,2,2,3,5,7,1,4,3,2,1,3,6,8,2,2,1,1,1,2,2,1,2,,,,,1,2,2,1,2,,,1,2,,,2,2,,,2,2,,,2,2,,,2,1,,,2,1,,,2,,,2,2,,2,2,,2,1,1,20,23,2,,,,,1,1,2,,,,2,,,,2,,,,2,,,,3,3,1,1
62158,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,020,MUARA JAWA,006,TAMAPOLE,2,2,,,1,1,1,3,1,3,2,1,2,1,1,1,2,,,,,,,,3,,,2,,,2,1,15,2,1,1,KERIPIK PISANG,TIDAK ADA,3,143,16,0,3,,2,3,6,8,1,4,2,2,2,3,5,8,2,3,3,1,1,2,2,5,2,,,,,1,2,2,2,1,,,,2,,,,2,,,,2,,,,2,,,,1,,,,1,,,2,,,,2,,,2,,,1,1,20,22,1,2,3,6,2,1,0,2,,,,1,2,,2,2,,,,2,,,,3,3,1,2
62159,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,020,MUARA JAWA,007,MUARA KEMBANG,2,1,5,1,1,1,1,15,11,3,2,1,2,1,1,1,1,1,3,6,8,2,1,2,3,,,2,,,2,1,14,2,1,1,KUE ILAT SAPI,TIDAK ADA,3,861,34,0,1,1,2,3,6,8,2,4,2,,2,3,5,8,2,2,3,1,2,3,2,6,2,,,,,1,2,2,2,1,,,,2,,,,2,,,,2,,,,2,,,,1,,,,1,,,2,,,,2,,,2,,,1,1,500,560,1,1,4,6,3,1,0,1,1,20,21,1,1,,2,2,,,,2,,,,3,3,1,2
62160,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,020,MUARA JAWA,008,MUARA JAWA PESISIR,2,2,,,2,1,1,30,1,3,2,1,2,1,1,1,2,,,,,,,,3,,,2,,,2,2,,,,1,AMPLANG,TIDAK ADA,3,2765,26,0,1,1,2,3,5,7,1,4,2,3,1,3,5,7,2,1,1,1,1,2,2,1,2,,,,,1,2,2,2,1,,,,2,,,,2,,,,1,,,,2,,,,2,,,,2,,,2,,,,2,,,2,,,1,1,347,373,2,,,,,3,0,1,1,347,372,2,,,,2,,,,2,,,,3,1,1,2
62308,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,001,BENUA PUHUN,1,1,9,8,1,1,2,10,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,2,,,2,1,5,2,2,2,,,,749,0,0,1,2,2,3,5,8,1,4,2,4,2,4,5,8,2,3,3,1,3,3,2,1,2,,,,,1,2,2,2,1,,,,1,,,,1,,,,2,,,,2,,,,1,,,,1,,,2,,,,2,,,2,,,2,,,,1,1,3,6,3,3,0,2,,,,1,2,,2,2,,,,2,,,,3,3,1,1
62309,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,002,TERATAK,1,1,7,3,1,1,2,12,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,2,,,2,1,1,3,2,2,,,,525,10,7,1,2,2,3,6,8,1,4,2,3,2,3,5,8,2,2,3,1,3,1,2,4,2,,,,,1,1,2,2,1,2,,,2,2,,,2,2,,,2,1,,,2,2,,,1,2,,,1,2,,2,2,,,2,,,2,,,2,,,,1,1,4,6,2,3,0,2,,,,1,2,,2,2,,,,2,,,,3,3,1,1
62310,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,003,BUNGA JADI,1,1,9,50,1,1,2,28,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,1,0,2,2,1,2,3,2,2,,,,1099,5,11,1,2,2,3,5,8,1,4,3,3,2,3,6,8,2,2,3,1,1,1,2,1,2,,,,,1,1,2,2,2,2,,,2,2,,,2,2,,,1,1,,,2,2,,,2,2,,,2,2,,2,2,,,2,,,2,,,2,,,,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,2,2
62311,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,004,PANCA JAYA,1,1,10,21,1,1,2,27,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,3,,,2,1,1,3,2,2,,,,1126,0,0,2,2,2,3,5,8,1,4,2,3,2,3,6,8,2,2,3,1,3,1,2,4,2,,,,,1,1,2,2,2,2,,,2,2,,,2,2,,,1,1,,,2,2,,,2,2,,,2,2,,2,2,,,2,,,2,,,2,,,,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,2,2
62312,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,005,SIDO MUKTI,1,1,9,47,1,1,2,25,1,3,2,1,1,2,1,1,2,,,,,,,,3,,,2,,,2,1,1,3,2,2,,,,834,0,5,1,2,2,3,5,8,1,4,2,3,2,3,6,8,2,2,3,1,3,1,2,4,2,,,,,1,1,2,2,2,2,,,2,2,,,2,2,,,1,1,,,2,2,,,2,2,,,2,2,,2,2,,,2,,,2,,,2,,,,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,2,2
62313,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,006,SABINTULUNG,1,1,9,5,1,1,2,10,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,2,,,2,1,5,3,2,2,,,,1221,87,6,1,2,2,3,6,8,1,4,2,2,2,3,6,8,2,2,3,1,1,4,2,6,2,,,,,1,2,2,2,1,,,,2,,,,2,,,,2,,,,2,,,,1,,,,1,,,2,,,,2,,,2,,,2,,,,2,,,,,1,0,2,,,,2,,,,2,,,,2,,,,3,3,1,2
62314,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,007,RANTAU HEMPANG,1,1,5,3,1,1,2,10,1,3,2,2,,,,2,2,,,,,,,,3,,,2,,,2,1,5,2,2,2,,,,266,132,0,1,2,2,3,6,8,1,4,2,3,2,4,5,8,2,3,3,2,2,3,6,6,2,,,,,1,2,2,2,1,,,,2,,,,2,,,,2,,,,2,,,,1,,,,1,,,2,,,,2,,,2,,,2,,,,2,,,,,1,0,2,,,,2,,,,2,,,,2,,,,3,3,1,2
62315,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,009,MUARA KAMAN ILIR,1,1,9,10,1,1,2,19,1,3,2,1,1,1,1,1,2,,,,,,,,2,3,2,1,1,0,2,1,5,2,1,2,,,,722,0,0,1,1,2,3,5,8,2,3,3,,2,3,5,8,2,3,3,1,2,2,2,2,1,2,,,,1,2,2,2,1,,,,1,,,,2,,,,1,,,,1,,,,1,,,,1,,,2,,,,2,,,2,,,1,1,89,89,1,1,3,6,3,1,0,2,,,,1,1,,2,2,,,,2,,,,3,3,1,1
62316,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,010,MUARA KAMAN ULU,1,1,9,7,1,1,1,3,1,3,2,1,1,1,1,1,2,,,,,,,,2,1,2,2,,,2,1,14,4,,2,,,,943,0,0,1,1,2,3,5,8,2,4,3,,2,3,5,8,2,3,3,1,4,3,3,1,2,,,,,1,2,2,2,1,,,,1,,,,2,,,,2,,,,2,,,,1,,,,1,,,2,,,,2,,,2,,,1,1,150,150,1,2,3,6,1,1,0,2,,,,1,1,,2,2,,,,2,,,,3,3,2,1
62317,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,011,TUNJUNGAN,1,1,5,1,1,1,2,8,1,3,2,1,1,2,1,2,2,,,,,,,,2,1,3,2,,,2,1,14,4,,2,,,,0,302,0,2,2,2,3,6,8,2,4,2,,2,4,5,8,2,3,3,1,2,3,8,6,2,,,,,1,2,2,2,1,,,,1,,,,2,,,,2,,,,2,,,,1,,,,1,,,2,,,,2,,,2,,,1,4,170,170,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,2,2
62318,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,012,MUARA SIRAN,1,1,5,8,1,1,2,8,1,3,2,1,1,2,1,1,2,,,,,,,,3,,,2,,,2,1,14,4,,1,IKAN ASIN,0,3,388,0,0,1,1,2,3,5,7,1,3,2,1,2,3,5,8,2,3,3,2,2,4,2,6,2,,,,,1,1,1,2,1,2,2,,1,2,2,,2,2,1,,1,1,2,,2,2,1,,1,2,2,,1,2,2,2,2,2,,2,2,,2,2,,1,2,80,80,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,2,2
62319,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,013,SEDULANG,1,1,9,10,1,1,2,10,1,3,2,1,1,1,1,1,2,,,,,,,,2,2,2,2,,,2,1,14,4,,2,,,,600,324,0,1,1,2,3,6,8,2,4,2,,2,4,5,8,2,3,3,1,2,3,8,6,2,,,,,1,2,2,2,1,,,,1,,,,1,,,,2,,,,2,,,,1,,,,1,,,2,,,,2,,,2,,,1,1,30,30,2,,,,,2,0,2,,,,2,,,,2,,,,2,,,,3,3,2,2
62320,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,014,MENAMANG KIRI,1,1,5,3,1,1,2,5,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,2,,,2,1,5,2,1,2,,,,0,259,0,2,2,2,3,6,8,2,4,2,,2,4,5,8,2,3,3,1,2,3,8,6,2,,,,,1,2,1,2,1,,1,,1,,1,,1,,2,,2,,2,,2,,2,,1,,2,,1,,2,2,,2,,2,2,,2,2,,2,,,,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,1,2
62321,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,015,MENAMANG KANAN,1,1,5,3,1,1,2,5,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,2,,,2,1,5,4,,2,,,,0,319,0,3,,2,3,6,8,2,4,2,,2,4,5,8,2,3,3,1,2,3,8,6,2,,,,,1,2,2,2,1,,,,1,,,,1,,,,2,,,,2,,,,1,,,,1,,,2,,,,2,,,2,,,2,,,,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,1,2
62322,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,016,LEBAHO ULAQ,1,1,5,15,2,1,1,5,1,3,2,1,1,2,1,1,2,,,,,,,,3,,,2,,,2,1,1,3,3,2,,,,280,30,2,1,2,2,3,6,8,1,4,2,2,2,3,6,8,2,2,3,1,1,4,2,3,2,,,,,1,2,1,1,1,,2,2,2,,2,2,2,,2,2,1,,2,1,2,,2,2,1,,1,2,2,,2,2,,2,2,2,2,2,2,2,2,1,1,52,35,1,2,3,5,2,1,1,2,,,,1,1,,2,2,,,,2,,,,3,3,1,1
62323,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,017,KUPANG BARU,1,1,5,10,1,1,2,6,1,3,2,1,1,1,1,1,2,,,,,,,,2,3,4,2,,,2,1,1,4,,2,,,,0,265,0,3,,2,3,5,7,1,4,3,2,2,4,5,8,2,3,3,2,2,3,2,2,2,,,,,1,2,2,2,1,,,,1,,,,2,,,,2,,,,2,,,,1,,,,1,,,2,,,,2,,,2,,,2,,,,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,1,2
62324,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,018,PUAN CEPAK,1,1,5,8,1,1,2,6,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,2,,,2,1,5,2,1,2,,,,311,52,12,3,,2,3,5,8,1,4,2,4,2,3,5,8,2,2,3,1,2,3,2,6,2,,,,,1,2,2,2,1,,,,1,,,,1,,,,2,,,,2,,,,1,,,,1,,,2,,,,2,,,2,,,2,,,,1,1,3,6,2,3,0,2,,,,1,2,,2,2,,,,2,,,,3,3,2,2
62325,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,019,BUKIT JERING,1,1,5,8,1,1,2,7,1,3,2,1,1,1,1,1,2,,,,,,,,2,3,2,2,,,2,1,5,2,1,2,,,,0,275,0,3,,2,3,5,7,1,4,2,2,2,3,5,8,2,3,3,2,2,4,2,6,2,,,,,1,2,2,2,1,,,,1,,,,2,,,,2,,,,2,,,,1,,,,1,,,2,,,,2,,,2,,,2,,,,1,1,4,6,1,3,0,2,,,,1,2,,1,2,,,,2,,,,3,3,2,2
62326,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,020,LIANG BUAYA,1,1,5,10,1,1,2,7,1,3,2,1,1,1,1,1,2,,,,,,,,2,2,2,2,,,2,1,14,4,,2,,,,0,306,0,2,2,2,3,6,8,2,4,2,,2,4,5,8,2,3,3,1,2,3,8,6,2,,,,,1,2,2,2,1,,,,1,,,,1,,,,2,,,,2,,,,1,,,,1,,,2,,,,2,,,2,,,1,3,116,106,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,2,2
62327,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,150,MUARA KAMAN,021,CIPARI MAKMUR,1,1,5,32,1,1,2,12,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,1,1,0,2,1,1,3,2,2,,,,331,63,5,2,2,2,3,5,8,1,4,2,4,2,3,6,8,2,2,3,1,1,1,2,4,2,,,,,1,1,2,2,2,2,,,2,2,,,2,2,,,1,1,,,2,2,,,2,2,,,2,2,,2,2,,,2,,,2,,,2,,,,2,,,,,3,0,2,,,,2,,,,2,,,,1,1,,2,3,3,1,2
62189,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,060,MUARA MUNTAI,001,PERIAN,1,1,9,10,1,1,1,7,1,3,2,1,1,1,1,1,2,,,,,,,,2,1,1,2,,,2,1,5,3,1,2,,,,0,859,0,3,,2,3,5,8,1,4,3,3,1,3,6,8,2,1,1,1,3,4,5,6,2,,,,,1,2,1,2,1,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,,2,2,,2,,2,2,,2,2,,2,,,,2,,,,,2,0,2,,,,2,,,,2,,,,2,,,,3,3,1,2
62190,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,060,MUARA MUNTAI,002,MUARA LEKA,1,1,7,7,1,1,2,9,1,3,2,1,1,1,1,1,2,,,,,,,,2,3,3,2,,,2,1,5,3,1,2,,,,0,560,0,2,1,2,3,5,8,1,4,3,3,1,3,6,8,2,1,1,1,3,4,7,6,2,,,,,1,2,2,2,1,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,,2,,,2,,,2,,,,2,,,,,1,0,2,,,,2,,,,2,,,,2,,,,3,3,2,2
62191,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,060,MUARA MUNTAI,003,MUARA ALOH,1,1,5,5,1,1,1,7,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,3,,,2,1,14,4,,1,IKAN ASIN,0,3,345,15,0,3,,2,3,5,8,1,4,3,3,2,3,5,8,2,3,3,2,2,3,2,6,2,,,,,1,2,1,2,1,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,,1,,2,,1,2,,2,,2,2,,2,2,,2,,,,1,1,3,5,2,3,0,2,,,,1,2,,1,2,,,,2,,,,1,3,2,2
62192,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,060,MUARA MUNTAI,004,JANTUR,1,1,7,4,1,1,1,12,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,2,,,2,1,14,4,,1,IKAN ASIN,0,3,450,139,0,1,1,2,3,5,8,1,4,3,3,2,4,5,8,2,3,3,1,2,3,2,6,2,,,,,1,2,1,2,1,,2,,2,,2,,1,,2,,2,,2,,2,,2,,1,,1,,1,,1,2,,2,,2,2,,2,2,,2,,,,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,2,2
62193,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,060,MUARA MUNTAI,005,BATUQ,1,1,5,10,1,1,1,5,1,3,2,1,1,1,1,1,2,,,,,,,,2,3,2,2,,,2,1,14,4,,1,IKAN,0,3,204,2,0,2,1,2,3,5,8,2,4,2,,1,4,5,8,2,3,1,2,2,3,8,6,2,,,,,1,2,2,2,1,,,,1,,,,1,,,,2,,,,2,,,,1,,,,1,,,2,,,,2,,,2,,,1,1,74,98,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,1,2
62194,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,060,MUARA MUNTAI,006,REBAQ RINDING,1,1,5,6,2,1,1,5,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,3,,,2,1,14,4,,2,,,,213,48,0,1,1,2,3,5,8,1,4,3,3,2,3,5,8,2,3,3,1,3,4,3,1,2,,,,,1,2,1,2,1,,1,,2,,2,,2,,2,,2,,2,,2,,2,,1,,1,,1,,1,2,,2,,2,2,,2,2,,2,,,,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,2,2
62195,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,060,MUARA MUNTAI,007,MUARA MUNTAI ULU,1,1,7,8,1,1,1,12,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,2,,,2,1,14,4,,1,KERUPUK IKAN,0,3,694,0,0,1,1,2,3,5,7,1,4,3,3,1,4,6,8,2,1,1,1,2,3,3,6,2,,,,,1,2,2,2,1,,,,2,,,,2,,,,2,,,,2,,,,1,,,,1,,,2,,,,2,,,2,,,2,,,,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,1,2
